transaction_id,merchant_id,created_at,amount_inr
TXN100036,MERCH_RETAIL_01,2025-01-16T13:00:00+00:00,953.91
TXN100037,MERCH_RETAIL_01,2025-05-29T01:00:00+00:00,882.98
TXN100038,MERCH_ECOM_03,2025-01-17T21:00:00+00:00,4464.05
TXN100039,MERCH_ECOM_03,2025-05-10T23:00:00+00:00,2718.44
TXN100040,MERCH_RETAIL_01,2025-03-16T12:00:00+00:00,6804.6
TXN100041,MERCH_SAAS_02,2025-03-11T09:00:00+00:00,984.91
TXN100042,MERCH_RETAIL_01,2025-01-02T11:00:00+00:00,2074.68
TXN100043,MERCH_SAAS_02,2025-03-18T02:00:00+00:00,1304.41
TXN100044,MERCH_RETAIL_01,2025-02-11T21:00:00+00:00,5301.38
TXN100045,MERCH_SAAS_02,2025-03-07T03:00:00+00:00,3980.85
TXN100046,MERCH_ECOM_03,2025-03-08T11:00:00+00:00,2182.12
TXN100047,MERCH_DIGITAL_04,2025-04-27T07:00:00+00:00,2911.58
TXN100048,MERCH_DIGITAL_04,2025-05-09T08:00:00+00:00,2244.91
TXN100049,MERCH_ECOM_03,2025-05-16T05:00:00+00:00,2981.34
TXN100050,MERCH_RETAIL_01,2025-03-21T16:00:00+00:00,1469.07
TXN100051,MERCH_SAAS_02,2025-04-25T06:00:00+00:00,3071.9
TXN100052,MERCH_SAAS_02,2025-03-14T14:00:00+00:00,1635.01
TXN100053,MERCH_DIGITAL_04,2025-01-05T23:00:00+00:00,879.58
TXN100054,MERCH_ECOM_03,2025-02-18T03:00:00+00:00,1221.85
TXN100055,MERCH_SAAS_02,2025-03-23T19:00:00+00:00,2263.9
TXN100056,MERCH_ECOM_03,2025-02-02T10:00:00+00:00,9167.3
TXN100057,MERCH_ECOM_03,2025-03-04T13:00:00+00:00,1760.55
TXN100058,MERCH_SAAS_02,2025-03-25T04:00:00+00:00,1333.73
TXN100059,MERCH_DIGITAL_04,2025-05-06T02:00:00+00:00,3659.73
TXN100060,MERCH_RETAIL_01,2025-05-25T09:00:00+00:00,391.21
TXN100061,MERCH_RETAIL_01,2025-04-06T02:00:00+00:00,1679.79
TXN100062,MERCH_ECOM_03,2025-02-13T11:00:00+00:00,248.55
TXN100063,MERCH_RETAIL_01,2025-03-12T19:00:00+00:00,1305.44
TXN100064,MERCH_ECOM_03,2025-01-21T09:00:00+00:00,899.57
TXN100065,MERCH_SAAS_02,2025-01-25T10:00:00+00:00,719.39
TXN100066,MERCH_RETAIL_01,2025-01-31T23:00:00+00:00,2752.21
TXN100067,MERCH_RETAIL_01,2025-04-13T18:00:00+00:00,632.47
TXN100068,MERCH_SAAS_02,2025-05-24T04:00:00+00:00,4300.61
TXN100069,MERCH_RETAIL_01,2025-05-19T17:00:00+00:00,2884.73
TXN100070,MERCH_RETAIL_01,2025-05-25T19:00:00+00:00,4283.07
TXN100071,MERCH_ECOM_03,2025-02-10T21:00:00+00:00,658.8
TXN100072,MERCH_ECOM_03,2025-01-20T19:00:00+00:00,2353.2
TXN100073,MERCH_ECOM_03,2025-04-23T23:00:00+00:00,3412.11
TXN100074,MERCH_ECOM_03,2025-01-22T21:00:00+00:00,1249.94
TXN100075,MERCH_RETAIL_01,2025-02-23T16:00:00+00:00,2847.85
TXN100076,MERCH_ECOM_03,2025-05-19T02:00:00+00:00,5950.28
TXN100077,MERCH_DIGITAL_04,2025-04-07T19:00:00+00:00,2317.2
TXN100078,MERCH_RETAIL_01,2025-01-18T14:00:00+00:00,576.16
TXN100079,MERCH_ECOM_03,2025-02-15T12:00:00+00:00,2243.28
TXN100080,MERCH_SAAS_02,2025-02-22T15:00:00+00:00,1468.26
TXN100081,MERCH_RETAIL_01,2025-04-09T12:00:00+00:00,1524.53
TXN100082,MERCH_ECOM_03,2025-01-11T08:00:00+00:00,641.07
TXN100083,MERCH_ECOM_03,2025-02-25T15:00:00+00:00,3177.43
TXN100084,MERCH_RETAIL_01,2025-06-27T13:00:00+00:00,2011.67
TXN100085,MERCH_SAAS_02,2025-01-15T14:00:00+00:00,983.58
TXN100086,MERCH_SAAS_02,2025-03-07T18:00:00+00:00,3046.53
TXN100087,MERCH_DIGITAL_04,2025-05-26T05:00:00+00:00,3536.24
TXN100088,MERCH_SAAS_02,2025-02-01T12:00:00+00:00,572.68
TXN100089,MERCH_RETAIL_01,2025-01-02T01:00:00+00:00,2749.68
TXN100090,MERCH_SAAS_02,2025-06-22T22:00:00+00:00,2410.47
TXN100091,MERCH_SAAS_02,2025-05-06T05:00:00+00:00,824.86
TXN100092,MERCH_SAAS_02,2025-06-18T14:00:00+00:00,438.34
TXN100093,MERCH_SAAS_02,2025-03-27T22:00:00+00:00,2333.77
TXN100094,MERCH_RETAIL_01,2025-03-05T21:00:00+00:00,1875.17
TXN100095,MERCH_SAAS_02,2025-02-28T09:00:00+00:00,1202.9
TXN100096,MERCH_ECOM_03,2025-04-01T15:00:00+00:00,2089.09
TXN100097,MERCH_DIGITAL_04,2025-06-27T06:00:00+00:00,2593.93
TXN100098,MERCH_RETAIL_01,2025-04-02T16:00:00+00:00,772.29
TXN100099,MERCH_ECOM_03,2025-05-04T23:00:00+00:00,1933.77
TXN100100,MERCH_RETAIL_01,2025-03-03T07:00:00+00:00,3788.52
TXN100101,MERCH_ECOM_03,2025-05-14T19:00:00+00:00,3141.96
TXN100102,MERCH_RETAIL_01,2025-03-09T12:00:00+00:00,3933.74
TXN100103,MERCH_SAAS_02,2025-02-02T19:00:00+00:00,1228.37
TXN100104,MERCH_RETAIL_01,2025-04-16T22:00:00+00:00,3179.8
TXN100105,MERCH_RETAIL_01,2025-06-03T07:00:00+00:00,2263.15
TXN100106,MERCH_DIGITAL_04,2025-06-14T19:00:00+00:00,2083.02
TXN100107,MERCH_RETAIL_01,2025-01-29T20:00:00+00:00,2095.36
TXN100108,MERCH_RETAIL_01,2025-06-11T00:00:00+00:00,4530.23
TXN100109,MERCH_ECOM_03,2025-05-29T11:00:00+00:00,730.05
TXN100110,MERCH_ECOM_03,2025-02-07T20:00:00+00:00,1221.64
TXN100111,MERCH_SAAS_02,2025-01-06T12:00:00+00:00,3155.82
TXN100112,MERCH_RETAIL_01,2025-06-05T08:00:00+00:00,2381.69
TXN100113,MERCH_SAAS_02,2025-02-05T23:00:00+00:00,5930.07
TXN100114,MERCH_RETAIL_01,2025-06-03T22:00:00+00:00,1820.56
TXN100115,MERCH_DIGITAL_04,2025-03-31T03:00:00+00:00,1099.1
TXN100116,MERCH_ECOM_03,2025-06-11T19:00:00+00:00,4660.46
TXN100117,MERCH_ECOM_03,2025-05-25T19:00:00+00:00,1569.78
TXN100118,MERCH_SAAS_02,2025-05-03T10:00:00+00:00,5183.11
TXN100119,MERCH_SAAS_02,2025-04-03T16:00:00+00:00,2420.23
TXN100120,MERCH_SAAS_02,2025-02-13T11:00:00+00:00,4334.07
TXN100121,MERCH_RETAIL_01,2025-03-24T15:00:00+00:00,1907.44
TXN100122,MERCH_SAAS_02,2025-06-03T18:00:00+00:00,3442.49
TXN100123,MERCH_RETAIL_01,2025-05-22T15:00:00+00:00,5678.9
TXN100124,MERCH_RETAIL_01,2025-05-01T05:00:00+00:00,2100.43
TXN100125,MERCH_DIGITAL_04,2025-02-01T10:00:00+00:00,5442.04
TXN100126,MERCH_SAAS_02,2025-02-24T14:00:00+00:00,1995.16
TXN100127,MERCH_ECOM_03,2025-02-02T03:00:00+00:00,1499.01
TXN100128,MERCH_RETAIL_01,2025-03-18T13:00:00+00:00,1327.73
TXN100129,MERCH_ECOM_03,2025-04-07T04:00:00+00:00,5081.5
TXN100130,MERCH_SAAS_02,2025-03-20T15:00:00+00:00,61.61
TXN100131,MERCH_RETAIL_01,2025-04-05T03:00:00+00:00,711.69
TXN100132,MERCH_SAAS_02,2025-04-20T02:00:00+00:00,1654.62
TXN100133,MERCH_DIGITAL_04,2025-06-25T23:00:00+00:00,3324.8
TXN100134,MERCH_RETAIL_01,2025-05-17T05:00:00+00:00,3540.27
TXN100135,MERCH_DIGITAL_04,2025-02-10T00:00:00+00:00,1694.06
TXN100136,MERCH_RETAIL_01,2025-03-30T22:00:00+00:00,3149.95
TXN100137,MERCH_DIGITAL_04,2025-03-12T13:00:00+00:00,2663.22
TXN100138,MERCH_SAAS_02,2025-03-27T08:00:00+00:00,2437.32
TXN100139,MERCH_DIGITAL_04,2025-04-27T21:00:00+00:00,1348.1
TXN100140,MERCH_SAAS_02,2025-06-28T04:00:00+00:00,6782.5
TXN100141,MERCH_SAAS_02,2025-06-06T13:00:00+00:00,1220.85
TXN100142,MERCH_ECOM_03,2025-05-19T22:00:00+00:00,7202.62
TXN100143,MERCH_SAAS_02,2025-06-14T00:00:00+00:00,5848.55
TXN100144,MERCH_SAAS_02,2025-05-25T10:00:00+00:00,3567.23
TXN100145,MERCH_RETAIL_01,2025-02-14T15:00:00+00:00,1208.34
TXN100146,MERCH_ECOM_03,2025-04-15T07:00:00+00:00,1074.94
TXN100147,MERCH_SAAS_02,2025-02-15T03:00:00+00:00,2582.79
TXN100148,MERCH_ECOM_03,2025-03-15T15:00:00+00:00,745.12
TXN100149,MERCH_DIGITAL_04,2025-06-19T03:00:00+00:00,847.93
TXN100150,MERCH_SAAS_02,2025-04-23T22:00:00+00:00,1998.05
TXN100151,MERCH_ECOM_03,2025-02-25T22:00:00+00:00,1482.92
TXN100152,MERCH_RETAIL_01,2025-01-14T07:00:00+00:00,1835.2
TXN100153,MERCH_SAAS_02,2025-05-09T22:00:00+00:00,980.14
TXN100154,MERCH_RETAIL_01,2025-01-12T05:00:00+00:00,1723.61
TXN100155,MERCH_SAAS_02,2025-03-25T08:00:00+00:00,1050.24
TXN100156,MERCH_DIGITAL_04,2025-05-26T22:00:00+00:00,2690.63
TXN100157,MERCH_RETAIL_01,2025-01-13T22:00:00+00:00,2952.3
TXN100158,MERCH_RETAIL_01,2025-01-05T07:00:00+00:00,1637.94
TXN100159,MERCH_SAAS_02,2025-05-11T10:00:00+00:00,2474.35
TXN100160,MERCH_SAAS_02,2025-06-03T01:00:00+00:00,2333.42
TXN100161,MERCH_ECOM_03,2025-03-31T08:00:00+00:00,88.3
TXN100162,MERCH_RETAIL_01,2025-01-09T00:00:00+00:00,3429.35
TXN100163,MERCH_RETAIL_01,2025-05-12T18:00:00+00:00,1839.87
TXN100164,MERCH_ECOM_03,2025-02-05T17:00:00+00:00,291.19
TXN100165,MERCH_SAAS_02,2025-06-24T17:00:00+00:00,1805.76
TXN100166,MERCH_SAAS_02,2025-03-29T01:00:00+00:00,1886.94
TXN100167,MERCH_ECOM_03,2025-03-24T20:00:00+00:00,5147.44
TXN100168,MERCH_RETAIL_01,2025-04-18T09:00:00+00:00,3452.55
TXN100169,MERCH_RETAIL_01,2025-02-17T01:00:00+00:00,3498.64
TXN100170,MERCH_SAAS_02,2025-01-03T21:00:00+00:00,2970.87
TXN100171,MERCH_ECOM_03,2025-01-14T05:00:00+00:00,3634.8
TXN100172,MERCH_RETAIL_01,2025-05-18T07:00:00+00:00,7579.03
TXN100173,MERCH_ECOM_03,2025-03-09T07:00:00+00:00,646.9
TXN100174,MERCH_RETAIL_01,2025-04-17T01:00:00+00:00,2822.47
TXN100175,MERCH_ECOM_03,2025-03-15T19:00:00+00:00,2095.16
TXN100176,MERCH_ECOM_03,2025-05-23T10:00:00+00:00,1974.43
TXN100177,MERCH_DIGITAL_04,2025-03-27T07:00:00+00:00,3636.21
TXN100178,MERCH_DIGITAL_04,2025-04-05T03:00:00+00:00,2007.42
TXN100179,MERCH_ECOM_03,2025-06-18T13:00:00+00:00,5846.11
TXN100180,MERCH_RETAIL_01,2025-01-15T10:00:00+00:00,2956.03
TXN100181,MERCH_ECOM_03,2025-01-27T10:00:00+00:00,4545.68
TXN100182,MERCH_RETAIL_01,2025-05-28T02:00:00+00:00,5859.41
TXN100183,MERCH_RETAIL_01,2025-04-03T03:00:00+00:00,2707.89
TXN100184,MERCH_SAAS_02,2025-01-06T11:00:00+00:00,998.74
TXN100185,MERCH_SAAS_02,2025-05-23T14:00:00+00:00,3355.61
TXN100186,MERCH_DIGITAL_04,2025-04-24T22:00:00+00:00,943.43
TXN100187,MERCH_RETAIL_01,2025-06-28T12:00:00+00:00,779.73
TXN100188,MERCH_RETAIL_01,2025-06-01T07:00:00+00:00,697.67
TXN100189,MERCH_SAAS_02,2025-02-15T13:00:00+00:00,4838.89
TXN100190,MERCH_ECOM_03,2025-04-06T09:00:00+00:00,2282.84
TXN100191,MERCH_DIGITAL_04,2025-01-22T09:00:00+00:00,2647.06
TXN100192,MERCH_SAAS_02,2025-03-20T15:00:00+00:00,4341.69
TXN100193,MERCH_DIGITAL_04,2025-03-21T07:00:00+00:00,4230.24
TXN100194,MERCH_DIGITAL_04,2025-04-09T19:00:00+00:00,2211.27
TXN100195,MERCH_RETAIL_01,2025-01-01T12:00:00+00:00,3625.15
TXN100196,MERCH_ECOM_03,2025-02-26T09:00:00+00:00,1503.6
TXN100197,MERCH_DIGITAL_04,2025-06-24T19:00:00+00:00,1191.12
TXN100198,MERCH_RETAIL_01,2025-04-07T10:00:00+00:00,2877.21
TXN100199,MERCH_SAAS_02,2025-03-15T06:00:00+00:00,1672.12
TXN100200,MERCH_ECOM_03,2025-02-19T08:00:00+00:00,3232.95
TXN100201,MERCH_ECOM_03,2025-01-05T18:00:00+00:00,259.8
TXN100202,MERCH_DIGITAL_04,2025-06-29T05:00:00+00:00,1122.53
TXN100203,MERCH_RETAIL_01,2025-05-11T00:00:00+00:00,4865.76
TXN100204,MERCH_RETAIL_01,2025-01-04T17:00:00+00:00,3373.84
TXN100205,MERCH_ECOM_03,2025-05-12T12:00:00+00:00,4264.2
TXN100206,MERCH_SAAS_02,2025-05-21T14:00:00+00:00,2949.51
TXN100207,MERCH_RETAIL_01,2025-04-03T03:00:00+00:00,3063.94
TXN100208,MERCH_ECOM_03,2025-05-17T03:00:00+00:00,2154.84
TXN100209,MERCH_RETAIL_01,2025-02-21T00:00:00+00:00,1553.23
TXN100210,MERCH_ECOM_03,2025-04-13T23:00:00+00:00,1220.88
TXN100211,MERCH_DIGITAL_04,2025-06-11T05:00:00+00:00,845.76
TXN100212,MERCH_RETAIL_01,2025-02-28T18:00:00+00:00,898.99
TXN100213,MERCH_RETAIL_01,2025-05-23T09:00:00+00:00,3700.15
TXN100214,MERCH_SAAS_02,2025-01-09T17:00:00+00:00,2918.57
TXN100215,MERCH_RETAIL_01,2025-01-23T17:00:00+00:00,9216.77
TXN100216,MERCH_RETAIL_01,2025-01-16T21:00:00+00:00,2689.61
TXN100217,MERCH_SAAS_02,2025-06-24T17:00:00+00:00,707.32
TXN100218,MERCH_RETAIL_01,2025-03-27T13:00:00+00:00,2021.46
TXN100219,MERCH_RETAIL_01,2025-06-26T05:00:00+00:00,3299.27
TXN100220,MERCH_ECOM_03,2025-05-28T21:00:00+00:00,2803.77
TXN100221,MERCH_RETAIL_01,2025-03-03T18:00:00+00:00,3733.53
TXN100222,MERCH_RETAIL_01,2025-02-16T03:00:00+00:00,3691.42
TXN100223,MERCH_ECOM_03,2025-02-15T06:00:00+00:00,2352.42
TXN100224,MERCH_ECOM_03,2025-06-15T02:00:00+00:00,2209.02
TXN100225,MERCH_SAAS_02,2025-02-16T09:00:00+00:00,1283.21
TXN100226,MERCH_ECOM_03,2025-03-23T11:00:00+00:00,1335.4
TXN100227,MERCH_ECOM_03,2025-06-05T12:00:00+00:00,3652.03
TXN100228,MERCH_ECOM_03,2025-04-20T17:00:00+00:00,1753.11
TXN100229,MERCH_RETAIL_01,2025-06-05T02:00:00+00:00,2072.56
TXN100230,MERCH_SAAS_02,2025-03-04T10:00:00+00:00,6040.65
TXN100231,MERCH_RETAIL_01,2025-06-28T06:00:00+00:00,534.37
TXN100232,MERCH_RETAIL_01,2025-01-12T19:00:00+00:00,2216.58
TXN100233,MERCH_RETAIL_01,2025-03-29T15:00:00+00:00,1410.28
TXN100234,MERCH_DIGITAL_04,2025-04-23T05:00:00+00:00,547.49
TXN100235,MERCH_RETAIL_01,2025-05-04T20:00:00+00:00,1094.58
TXN100236,MERCH_SAAS_02,2025-02-27T05:00:00+00:00,1715.46
TXN100237,MERCH_RETAIL_01,2025-06-04T12:00:00+00:00,1499.81
TXN100238,MERCH_ECOM_03,2025-06-21T18:00:00+00:00,3558.15
TXN100239,MERCH_RETAIL_01,2025-05-11T03:00:00+00:00,1136.35
TXN100240,MERCH_SAAS_02,2025-03-20T10:00:00+00:00,1369.28
TXN100241,MERCH_SAAS_02,2025-06-04T03:00:00+00:00,1072.0
TXN100242,MERCH_DIGITAL_04,2025-02-02T07:00:00+00:00,1503.02
TXN100243,MERCH_RETAIL_01,2025-01-10T15:00:00+00:00,856.22
TXN100244,MERCH_ECOM_03,2025-05-31T15:00:00+00:00,2210.86
TXN100245,MERCH_SAAS_02,2025-03-23T21:00:00+00:00,1293.56
TXN100246,MERCH_RETAIL_01,2025-01-26T23:00:00+00:00,4506.98
TXN100247,MERCH_RETAIL_01,2025-01-17T05:00:00+00:00,3832.03
TXN100248,MERCH_RETAIL_01,2025-05-06T19:00:00+00:00,1415.7
TXN100249,MERCH_DIGITAL_04,2025-04-29T21:00:00+00:00,2153.84
TXN100250,MERCH_ECOM_03,2025-03-12T16:00:00+00:00,426.49
TXN100251,MERCH_RETAIL_01,2025-06-25T08:00:00+00:00,4154.09
TXN100252,MERCH_RETAIL_01,2025-04-16T18:00:00+00:00,1186.17
TXN100253,MERCH_DIGITAL_04,2025-03-16T18:00:00+00:00,1236.74
TXN100254,MERCH_RETAIL_01,2025-04-17T14:00:00+00:00,3137.4
TXN100255,MERCH_DIGITAL_04,2025-01-02T11:00:00+00:00,2448.31
TXN100256,MERCH_ECOM_03,2025-05-04T07:00:00+00:00,1232.26
TXN100257,MERCH_SAAS_02,2025-05-26T15:00:00+00:00,3729.13
TXN100258,MERCH_SAAS_02,2025-04-03T17:00:00+00:00,912.67
TXN100259,MERCH_SAAS_02,2025-04-27T01:00:00+00:00,1928.52
TXN100260,MERCH_ECOM_03,2025-04-01T07:00:00+00:00,1364.74
TXN100261,MERCH_SAAS_02,2025-03-23T02:00:00+00:00,623.49
TXN100262,MERCH_ECOM_03,2025-05-12T08:00:00+00:00,3175.18
TXN100263,MERCH_RETAIL_01,2025-03-01T08:00:00+00:00,889.11
TXN100264,MERCH_ECOM_03,2025-06-02T07:00:00+00:00,366.97
TXN100265,MERCH_SAAS_02,2025-04-01T11:00:00+00:00,3451.6
TXN100266,MERCH_SAAS_02,2025-06-26T01:00:00+00:00,3647.35
TXN100267,MERCH_SAAS_02,2025-01-31T09:00:00+00:00,1641.72
TXN100268,MERCH_RETAIL_01,2025-05-21T17:00:00+00:00,2464.46
TXN100269,MERCH_SAAS_02,2025-06-03T10:00:00+00:00,2985.37
TXN100270,MERCH_SAAS_02,2025-01-17T09:00:00+00:00,3143.99
TXN100271,MERCH_ECOM_03,2025-05-19T15:00:00+00:00,1903.95
TXN100272,MERCH_RETAIL_01,2025-05-17T09:00:00+00:00,4919.01
TXN100273,MERCH_ECOM_03,2025-01-29T21:00:00+00:00,1119.6
TXN100274,MERCH_RETAIL_01,2025-06-11T18:00:00+00:00,1338.15
TXN100275,MERCH_SAAS_02,2025-04-19T19:00:00+00:00,6715.17
TXN100276,MERCH_ECOM_03,2025-06-09T12:00:00+00:00,9649.09
TXN100277,MERCH_RETAIL_01,2025-03-26T14:00:00+00:00,1732.88
TXN100278,MERCH_RETAIL_01,2025-03-31T18:00:00+00:00,1092.54
TXN100279,MERCH_ECOM_03,2025-04-08T00:00:00+00:00,9511.55
TXN100280,MERCH_SAAS_02,2025-05-07T00:00:00+00:00,974.22
TXN100281,MERCH_ECOM_03,2025-04-23T14:00:00+00:00,1628.67
TXN100282,MERCH_SAAS_02,2025-01-29T07:00:00+00:00,1199.15
TXN100283,MERCH_ECOM_03,2025-05-03T08:00:00+00:00,1557.88
TXN100284,MERCH_ECOM_03,2025-06-15T00:00:00+00:00,3783.47
TXN100285,MERCH_RETAIL_01,2025-06-14T23:00:00+00:00,1984.55
TXN100286,MERCH_RETAIL_01,2025-03-07T00:00:00+00:00,10270.62
TXN100287,MERCH_ECOM_03,2025-01-23T12:00:00+00:00,375.06
TXN100288,MERCH_SAAS_02,2025-01-24T14:00:00+00:00,605.66
TXN100289,MERCH_RETAIL_01,2025-03-28T06:00:00+00:00,1436.1
TXN100290,MERCH_SAAS_02,2025-02-26T17:00:00+00:00,6063.16
TXN100291,MERCH_ECOM_03,2025-02-05T08:00:00+00:00,987.41
TXN100292,MERCH_ECOM_03,2025-04-30T23:00:00+00:00,1779.15
TXN100293,MERCH_RETAIL_01,2025-06-08T04:00:00+00:00,920.11
TXN100294,MERCH_RETAIL_01,2025-02-19T03:00:00+00:00,111.13
TXN100295,MERCH_RETAIL_01,2025-04-23T10:00:00+00:00,3091.02
TXN100296,MERCH_RETAIL_01,2025-02-23T21:00:00+00:00,1275.8
TXN100297,MERCH_SAAS_02,2025-05-28T00:00:00+00:00,4043.55
TXN100298,MERCH_DIGITAL_04,2025-06-20T23:00:00+00:00,808.91
TXN100299,MERCH_SAAS_02,2025-01-12T12:00:00+00:00,1764.43
TXN100300,MERCH_ECOM_03,2025-06-06T09:00:00+00:00,1897.02
TXN100301,MERCH_SAAS_02,2025-06-15T12:00:00+00:00,4296.55
TXN100302,MERCH_ECOM_03,2025-03-19T18:00:00+00:00,3977.52
TXN100303,MERCH_RETAIL_01,2025-01-20T00:00:00+00:00,3636.21
TXN100304,MERCH_SAAS_02,2025-05-06T16:00:00+00:00,1923.91
TXN100305,MERCH_SAAS_02,2025-05-15T11:00:00+00:00,1009.89
TXN100306,MERCH_ECOM_03,2025-05-26T12:00:00+00:00,7738.9
TXN100307,MERCH_SAAS_02,2025-03-29T05:00:00+00:00,2046.49
TXN100308,MERCH_SAAS_02,2025-05-02T21:00:00+00:00,2873.16
TXN100309,MERCH_RETAIL_01,2025-01-12T23:00:00+00:00,1486.74
TXN100310,MERCH_SAAS_02,2025-06-16T17:00:00+00:00,816.32
TXN100311,MERCH_ECOM_03,2025-04-30T05:00:00+00:00,1336.29
TXN100312,MERCH_RETAIL_01,2025-03-03T11:00:00+00:00,1836.87
TXN100313,MERCH_ECOM_03,2025-01-20T05:00:00+00:00,5597.14
TXN100314,MERCH_SAAS_02,2025-04-04T13:00:00+00:00,3619.93
TXN100315,MERCH_DIGITAL_04,2025-02-01T07:00:00+00:00,2170.01
TXN100316,MERCH_RETAIL_01,2025-02-14T07:00:00+00:00,2021.72
TXN100317,MERCH_SAAS_02,2025-05-20T01:00:00+00:00,1775.13
TXN100318,MERCH_SAAS_02,2025-03-19T03:00:00+00:00,2347.37
TXN100319,MERCH_ECOM_03,2025-03-25T02:00:00+00:00,3343.81
TXN100320,MERCH_DIGITAL_04,2025-03-28T10:00:00+00:00,1485.82
TXN100321,MERCH_SAAS_02,2025-06-14T23:00:00+00:00,2187.31
TXN100322,MERCH_SAAS_02,2025-04-02T18:00:00+00:00,1868.13
TXN100323,MERCH_ECOM_03,2025-06-26T22:00:00+00:00,3851.87
TXN100324,MERCH_RETAIL_01,2025-01-14T10:00:00+00:00,889.3
TXN100325,MERCH_SAAS_02,2025-05-06T01:00:00+00:00,1528.6
TXN100326,MERCH_DIGITAL_04,2025-06-09T10:00:00+00:00,1907.75
TXN100327,MERCH_ECOM_03,2025-05-26T23:00:00+00:00,1687.56
TXN100328,MERCH_RETAIL_01,2025-03-16T17:00:00+00:00,640.56
TXN100329,MERCH_DIGITAL_04,2025-03-10T02:00:00+00:00,3695.54
TXN100330,MERCH_RETAIL_01,2025-06-01T22:00:00+00:00,2670.88
TXN100331,MERCH_ECOM_03,2025-04-05T09:00:00+00:00,2859.42
TXN100332,MERCH_RETAIL_01,2025-01-07T13:00:00+00:00,2211.38
TXN100333,MERCH_RETAIL_01,2025-05-26T17:00:00+00:00,609.71
TXN100334,MERCH_RETAIL_01,2025-01-14T09:00:00+00:00,939.64
TXN100335,MERCH_RETAIL_01,2025-03-13T12:00:00+00:00,2327.77
TXN100336,MERCH_ECOM_03,2025-01-07T06:00:00+00:00,1213.97
TXN100337,MERCH_ECOM_03,2025-04-18T21:00:00+00:00,7218.86
TXN100338,MERCH_SAAS_02,2025-01-05T07:00:00+00:00,758.64
TXN100339,MERCH_SAAS_02,2025-06-13T19:00:00+00:00,2968.85
TXN100340,MERCH_ECOM_03,2025-02-03T15:00:00+00:00,520.0
TXN100341,MERCH_ECOM_03,2025-02-25T22:00:00+00:00,5092.97
TXN100342,MERCH_SAAS_02,2025-04-08T19:00:00+00:00,3313.59
TXN100343,MERCH_RETAIL_01,2025-05-19T14:00:00+00:00,2102.61
TXN100344,MERCH_RETAIL_01,2025-02-26T10:00:00+00:00,1351.6
