transaction_id,merchant_id,created_at,reason_code,amount_inr,delivery_confirmed,tracking_matches_address,signed_delivery_proof,device_matches_prior_orders,ip_geo_matches_billing,customer_prior_clean_orders,support_ticket_exists,duplicate_txn_id_found,subscription_cancel_logged,days_since_transaction,is_contradictory,outcome
TXN103528,MERCH_ECOM_03,2025-01-27T17:00:00+00:00,subscription_cancelled,1494.15,True,True,False,True,True,5,True,False,False,154,False,won
TXN100646,MERCH_SAAS_02,2025-02-22T16:00:00+00:00,item_not_as_described,320.51,False,False,False,True,True,1,False,False,False,128,False,lost
TXN103055,MERCH_RETAIL_01,2025-01-06T00:00:00+00:00,item_not_as_described,1714.04,True,True,True,True,True,0,False,False,False,175,False,lost
TXN103226,MERCH_SAAS_02,2025-01-26T22:00:00+00:00,item_not_received,1075.98,True,False,True,True,True,2,False,False,False,155,False,won
TXN103639,MERCH_ECOM_03,2025-06-14T15:00:00+00:00,item_not_as_described,3927.58,True,True,False,True,False,7,False,False,False,16,False,won
TXN100004,MERCH_ECOM_03,2025-06-29T15:00:00+00:00,duplicate_charge,3054.75,True,True,True,True,True,3,True,True,False,1,False,lost
TXN103460,MERCH_ECOM_03,2025-03-30T13:00:00+00:00,duplicate_charge,2446.82,True,True,True,True,False,4,True,False,False,92,False,lost
TXN102096,MERCH_ECOM_03,2025-02-09T09:00:00+00:00,item_not_as_described,2377.04,True,True,True,False,False,3,False,False,False,141,False,lost
TXN102595,MERCH_RETAIL_01,2025-02-10T04:00:00+00:00,item_not_received,4864.54,False,False,False,True,False,6,False,False,False,140,False,won
TXN102725,MERCH_RETAIL_01,2025-01-28T19:00:00+00:00,subscription_cancelled,2580.23,True,False,False,True,True,4,True,False,False,153,False,lost
TXN102757,MERCH_RETAIL_01,2025-02-04T13:00:00+00:00,unrecognized_transaction,3041.44,True,True,True,True,False,3,False,False,False,146,False,lost
TXN102308,MERCH_ECOM_03,2025-03-21T13:00:00+00:00,unrecognized_transaction,626.04,False,False,False,False,False,3,False,False,False,101,False,lost
TXN102092,MERCH_DIGITAL_04,2025-06-06T17:00:00+00:00,item_not_received,2185.42,False,False,False,False,True,6,False,False,False,24,False,lost
TXN104224,MERCH_RETAIL_01,2025-04-27T12:00:00+00:00,unrecognized_transaction,4629.75,True,True,False,False,True,4,False,False,False,64,False,lost
TXN100015,MERCH_RETAIL_01,2025-05-13T07:00:00+00:00,item_not_as_described,1280.09,True,True,True,False,False,6,False,False,False,48,False,won
TXN104709,MERCH_DIGITAL_04,2025-03-29T17:00:00+00:00,item_not_received,1551.46,False,False,False,True,True,3,False,False,False,93,False,lost
TXN103924,MERCH_RETAIL_01,2025-02-17T13:00:00+00:00,duplicate_charge,2801.03,True,True,False,False,False,6,False,True,False,133,False,won
TXN102915,MERCH_DIGITAL_04,2025-03-01T15:00:00+00:00,item_not_as_described,7909.67,True,True,False,True,True,3,False,False,False,121,False,lost
TXN101051,MERCH_DIGITAL_04,2025-02-06T01:00:00+00:00,item_not_received,2250.16,True,True,True,True,True,1,True,False,False,144,False,won
TXN102071,MERCH_SAAS_02,2025-05-22T07:00:00+00:00,duplicate_charge,5104.61,True,True,False,False,True,2,True,True,False,39,False,won
TXN104488,MERCH_RETAIL_01,2025-05-13T17:00:00+00:00,item_not_as_described,1813.02,True,True,True,False,True,4,False,False,False,48,False,lost
TXN101061,MERCH_SAAS_02,2025-03-26T17:00:00+00:00,item_not_received,1405.66,False,False,False,True,True,3,False,False,False,96,False,lost
TXN104331,MERCH_DIGITAL_04,2025-01-27T09:00:00+00:00,item_not_received,3317.17,True,True,True,True,True,5,True,False,False,154,False,won
TXN102183,MERCH_RETAIL_01,2025-04-10T05:00:00+00:00,duplicate_charge,2603.57,True,False,False,True,True,0,True,True,False,81,False,won
TXN102520,MERCH_SAAS_02,2025-06-29T09:00:00+00:00,duplicate_charge,433.26,True,True,False,False,True,6,True,True,False,1,False,won
TXN101960,MERCH_RETAIL_01,2025-03-19T16:00:00+00:00,item_not_as_described,1257.0,True,False,True,True,True,3,False,False,False,103,False,won
TXN102241,MERCH_ECOM_03,2025-04-11T13:00:00+00:00,duplicate_charge,4264.82,False,False,False,False,True,4,True,True,False,80,False,won
TXN104418,MERCH_RETAIL_01,2025-05-15T13:00:00+00:00,unrecognized_transaction,2731.6,False,False,False,True,False,4,True,False,False,46,False,lost
TXN102487,MERCH_RETAIL_01,2025-03-19T18:00:00+00:00,unrecognized_transaction,5555.91,False,False,False,True,True,3,True,False,False,103,False,won
TXN101459,MERCH_RETAIL_01,2025-03-18T22:00:00+00:00,duplicate_charge,1779.58,False,False,True,True,True,2,False,True,False,104,True,lost
TXN103605,MERCH_RETAIL_01,2025-06-22T14:00:00+00:00,subscription_cancelled,5100.89,False,False,False,True,True,6,False,False,False,8,False,lost
TXN104260,MERCH_DIGITAL_04,2025-05-22T09:00:00+00:00,subscription_cancelled,2711.62,False,False,False,True,True,2,True,False,True,39,False,won
TXN104786,MERCH_ECOM_03,2025-05-31T00:00:00+00:00,item_not_received,2339.34,True,True,True,True,True,6,True,False,False,30,False,lost
TXN100826,MERCH_RETAIL_01,2025-02-08T18:00:00+00:00,item_not_as_described,2911.95,True,False,False,True,True,0,False,False,False,142,False,lost
TXN100232,MERCH_RETAIL_01,2025-01-12T19:00:00+00:00,subscription_cancelled,2216.58,False,False,False,True,False,2,True,False,True,169,False,lost
TXN100898,MERCH_ECOM_03,2025-02-23T16:00:00+00:00,unrecognized_transaction,3486.94,True,False,True,False,True,2,True,False,False,127,False,lost
TXN102711,MERCH_SAAS_02,2025-04-29T20:00:00+00:00,item_not_received,1977.13,True,True,True,True,True,4,False,False,False,62,False,won
TXN100734,MERCH_RETAIL_01,2025-06-20T16:00:00+00:00,item_not_as_described,1589.28,False,False,False,True,True,5,False,False,False,10,False,won
TXN102469,MERCH_SAAS_02,2025-03-24T12:00:00+00:00,subscription_cancelled,2975.2,True,True,True,True,True,4,True,False,False,98,False,lost
TXN102516,MERCH_ECOM_03,2025-03-24T10:00:00+00:00,item_not_received,2866.58,True,True,True,True,True,4,True,False,False,98,False,won
TXN100887,MERCH_RETAIL_01,2025-05-01T10:00:00+00:00,item_not_received,5194.62,True,True,False,False,True,1,False,False,False,60,False,won
TXN104071,MERCH_ECOM_03,2025-04-25T18:00:00+00:00,unrecognized_transaction,2985.51,True,False,True,False,True,3,True,False,False,66,False,lost
TXN104604,MERCH_ECOM_03,2025-05-31T15:00:00+00:00,item_not_as_described,4497.09,True,True,True,True,True,0,False,False,False,30,False,lost
TXN100532,MERCH_ECOM_03,2025-04-08T17:00:00+00:00,item_not_received,966.33,True,True,False,False,True,3,False,False,False,83,False,won
TXN101412,MERCH_ECOM_03,2025-05-03T23:00:00+00:00,item_not_received,3721.17,True,True,False,True,True,3,True,False,False,58,False,won
TXN102345,MERCH_DIGITAL_04,2025-06-17T10:00:00+00:00,item_not_received,1813.6,True,True,True,True,True,7,False,False,False,13,False,won
TXN100380,MERCH_RETAIL_01,2025-04-16T05:00:00+00:00,item_not_as_described,7831.77,False,False,False,False,True,4,True,False,False,75,False,lost
TXN104494,MERCH_RETAIL_01,2025-04-30T07:00:00+00:00,duplicate_charge,6202.7,True,False,True,False,False,2,True,True,False,61,False,lost
TXN100611,MERCH_RETAIL_01,2025-01-03T17:00:00+00:00,item_not_as_described,1267.56,False,False,False,False,True,4,False,False,False,178,False,lost
TXN104178,MERCH_DIGITAL_04,2025-05-28T11:00:00+00:00,item_not_received,4593.46,True,True,False,True,True,1,True,False,False,33,False,won
TXN104328,MERCH_RETAIL_01,2025-04-04T07:00:00+00:00,item_not_received,4927.5,False,False,False,False,True,1,False,False,False,87,False,lost
TXN103118,MERCH_RETAIL_01,2025-02-25T13:00:00+00:00,item_not_as_described,9429.22,True,True,True,True,True,4,True,False,False,125,False,won
TXN104518,MERCH_SAAS_02,2025-02-26T19:00:00+00:00,duplicate_charge,632.54,False,False,False,False,False,2,False,True,False,124,False,won
TXN101665,MERCH_RETAIL_01,2025-01-22T22:00:00+00:00,item_not_received,5583.63,False,False,False,True,False,6,False,False,False,159,False,lost
TXN104941,MERCH_DIGITAL_04,2025-03-07T03:00:00+00:00,item_not_received,553.56,True,True,False,True,True,8,True,False,False,115,False,won
TXN101626,MERCH_SAAS_02,2025-06-15T03:00:00+00:00,item_not_received,752.82,False,False,False,True,True,3,False,False,False,15,False,won
TXN100679,MERCH_RETAIL_01,2025-03-20T02:00:00+00:00,item_not_received,2404.8,False,True,True,True,True,3,True,False,False,102,True,won
TXN102552,MERCH_RETAIL_01,2025-05-31T07:00:00+00:00,duplicate_charge,5092.46,True,False,False,True,True,4,False,True,False,30,False,won
TXN102160,MERCH_ECOM_03,2025-04-20T03:00:00+00:00,item_not_as_described,1774.51,False,False,False,True,True,3,True,False,False,71,False,won
TXN104250,MERCH_RETAIL_01,2025-05-31T15:00:00+00:00,unrecognized_transaction,4390.83,False,False,False,True,False,4,False,False,False,30,False,won
TXN103872,MERCH_SAAS_02,2025-05-02T19:00:00+00:00,duplicate_charge,5200.81,True,True,True,False,True,1,False,True,False,59,False,won
TXN102146,MERCH_ECOM_03,2025-06-25T02:00:00+00:00,item_not_as_described,976.9,False,False,False,False,True,3,False,False,False,5,False,lost
TXN101063,MERCH_SAAS_02,2025-01-20T04:00:00+00:00,duplicate_charge,2393.46,True,False,False,False,False,7,True,True,False,161,False,won
TXN100082,MERCH_ECOM_03,2025-01-11T08:00:00+00:00,unrecognized_transaction,641.07,True,True,False,False,False,2,True,False,False,170,False,lost
TXN101711,MERCH_RETAIL_01,2025-03-02T22:00:00+00:00,duplicate_charge,269.24,True,True,False,True,False,5,False,True,False,120,False,won
TXN103048,MERCH_ECOM_03,2025-05-01T09:00:00+00:00,unrecognized_transaction,100.1,True,False,True,False,True,5,False,False,False,60,False,lost
TXN101468,MERCH_RETAIL_01,2025-04-06T07:00:00+00:00,unrecognized_transaction,2230.75,False,False,False,True,True,2,False,False,False,85,False,lost
TXN102176,MERCH_RETAIL_01,2025-05-07T23:00:00+00:00,unrecognized_transaction,1994.91,False,False,False,False,True,3,False,False,False,54,False,lost
TXN102738,MERCH_ECOM_03,2025-01-28T20:00:00+00:00,item_not_received,3812.18,False,False,False,True,False,2,True,False,False,153,False,lost
TXN100552,MERCH_RETAIL_01,2025-03-14T20:00:00+00:00,item_not_received,1383.41,True,True,False,True,True,3,False,False,False,108,False,lost
TXN102025,MERCH_RETAIL_01,2025-01-03T17:00:00+00:00,unrecognized_transaction,2582.84,True,True,True,True,True,3,True,False,False,178,False,won
TXN104475,MERCH_ECOM_03,2025-04-19T21:00:00+00:00,subscription_cancelled,6670.39,True,False,False,True,True,2,True,False,True,72,False,lost
TXN104788,MERCH_RETAIL_01,2025-06-09T10:00:00+00:00,unrecognized_transaction,514.93,False,False,False,True,True,5,True,False,False,21,False,lost
TXN103089,MERCH_SAAS_02,2025-04-30T20:00:00+00:00,duplicate_charge,2193.86,False,False,False,False,True,6,False,False,False,61,False,lost
TXN100409,MERCH_RETAIL_01,2025-06-03T07:00:00+00:00,item_not_received,6420.12,False,False,False,True,False,2,False,False,False,27,False,lost
TXN104214,MERCH_SAAS_02,2025-05-04T06:00:00+00:00,item_not_received,1422.64,True,True,True,False,False,2,False,False,False,57,False,won
TXN100327,MERCH_ECOM_03,2025-05-26T23:00:00+00:00,unrecognized_transaction,1687.56,True,True,False,True,False,5,False,False,False,35,False,won
TXN100879,MERCH_RETAIL_01,2025-04-09T20:00:00+00:00,subscription_cancelled,3590.22,True,True,True,False,True,6,True,False,False,82,False,lost
TXN103378,MERCH_ECOM_03,2025-02-04T03:00:00+00:00,duplicate_charge,2117.12,False,False,False,True,True,1,False,True,False,146,False,lost
TXN101408,MERCH_ECOM_03,2025-04-10T20:00:00+00:00,duplicate_charge,5596.97,False,False,False,False,True,4,True,True,False,81,False,won
TXN104138,MERCH_SAAS_02,2025-06-16T19:00:00+00:00,item_not_received,1269.4,True,False,False,False,False,3,False,False,False,14,False,won
TXN102230,MERCH_ECOM_03,2025-01-10T03:00:00+00:00,unrecognized_transaction,1070.76,True,True,True,True,True,1,True,False,False,171,False,lost
TXN103164,MERCH_SAAS_02,2025-01-16T04:00:00+00:00,item_not_received,2156.14,True,True,True,False,False,2,True,False,False,165,False,won
TXN100464,MERCH_RETAIL_01,2025-03-11T05:00:00+00:00,item_not_received,315.19,False,False,False,True,True,1,True,False,False,111,False,lost
TXN104385,MERCH_RETAIL_01,2025-05-02T22:00:00+00:00,unrecognized_transaction,4582.47,True,True,True,True,True,5,True,False,False,59,False,won
TXN100617,MERCH_RETAIL_01,2025-04-03T08:00:00+00:00,item_not_received,1414.82,True,True,True,True,True,1,True,False,False,88,False,won
TXN101162,MERCH_ECOM_03,2025-01-02T05:00:00+00:00,unrecognized_transaction,5377.68,True,True,True,True,True,6,False,False,False,179,False,won
TXN100954,MERCH_DIGITAL_04,2025-06-12T08:00:00+00:00,item_not_received,5093.85,True,True,False,True,True,1,True,False,False,18,False,won
TXN103074,MERCH_SAAS_02,2025-01-04T20:00:00+00:00,item_not_as_described,4256.39,True,True,True,False,True,7,False,False,False,177,False,lost
TXN103355,MERCH_DIGITAL_04,2025-01-24T00:00:00+00:00,unrecognized_transaction,462.81,False,False,False,False,False,4,True,False,False,157,False,won
TXN104317,MERCH_ECOM_03,2025-05-20T21:00:00+00:00,item_not_as_described,2049.55,True,True,True,False,False,2,True,False,False,41,False,won
TXN104164,MERCH_ECOM_03,2025-05-14T00:00:00+00:00,item_not_received,3338.44,True,True,True,True,True,5,True,False,False,47,False,won
TXN100401,MERCH_ECOM_03,2025-03-05T20:00:00+00:00,unrecognized_transaction,3080.78,False,False,False,True,True,5,True,False,False,117,False,lost
TXN101466,MERCH_SAAS_02,2025-03-07T17:00:00+00:00,duplicate_charge,2349.67,True,False,False,True,True,3,False,True,False,115,False,won
TXN100491,MERCH_DIGITAL_04,2025-01-07T07:00:00+00:00,duplicate_charge,2515.65,False,False,False,False,False,0,False,True,False,174,False,lost
TXN104808,MERCH_RETAIL_01,2025-03-24T13:00:00+00:00,unrecognized_transaction,1928.67,True,True,False,False,True,2,False,False,False,98,False,lost
TXN101863,MERCH_RETAIL_01,2025-01-02T11:00:00+00:00,item_not_as_described,443.27,False,False,False,False,True,4,False,False,False,179,False,lost
TXN101059,MERCH_RETAIL_01,2025-02-01T20:00:00+00:00,unrecognized_transaction,750.79,False,False,False,False,False,3,False,False,False,149,False,lost
TXN100647,MERCH_SAAS_02,2025-06-26T03:00:00+00:00,unrecognized_transaction,357.23,False,False,False,False,True,2,True,False,False,4,False,lost
TXN100324,MERCH_RETAIL_01,2025-01-14T10:00:00+00:00,item_not_received,889.3,True,False,False,True,True,2,True,False,False,167,False,lost
TXN104757,MERCH_SAAS_02,2025-01-23T18:00:00+00:00,item_not_received,2680.25,False,False,False,True,True,2,True,False,False,158,False,lost
TXN103227,MERCH_ECOM_03,2025-05-03T03:00:00+00:00,unrecognized_transaction,1120.05,True,True,False,False,True,8,False,False,False,58,False,won
TXN101577,MERCH_RETAIL_01,2025-02-20T18:00:00+00:00,item_not_as_described,3144.31,True,True,True,True,False,1,False,False,False,130,False,lost
TXN100506,MERCH_ECOM_03,2025-01-25T18:00:00+00:00,item_not_received,4383.78,True,True,True,False,False,4,True,False,False,156,False,won
TXN102090,MERCH_SAAS_02,2025-04-19T10:00:00+00:00,subscription_cancelled,798.41,True,True,False,True,True,1,True,False,True,72,False,won
TXN103975,MERCH_RETAIL_01,2025-06-20T05:00:00+00:00,unrecognized_transaction,2208.74,True,True,True,False,True,5,False,False,False,10,False,won
TXN103627,MERCH_DIGITAL_04,2025-05-30T05:00:00+00:00,subscription_cancelled,2360.24,False,False,False,True,True,4,True,False,False,31,False,lost
TXN102936,MERCH_RETAIL_01,2025-05-05T04:00:00+00:00,item_not_received,1039.95,True,False,True,True,False,3,True,False,False,56,False,won
TXN104783,MERCH_RETAIL_01,2025-01-20T02:00:00+00:00,item_not_received,842.05,True,True,False,False,False,2,False,False,False,161,False,won
TXN104844,MERCH_SAAS_02,2025-03-16T17:00:00+00:00,duplicate_charge,537.6,False,False,False,False,False,4,False,True,False,106,False,won
TXN101093,MERCH_SAAS_02,2025-01-16T06:00:00+00:00,duplicate_charge,4314.83,True,True,False,False,True,5,True,True,False,165,False,won
TXN100992,MERCH_ECOM_03,2025-05-28T09:00:00+00:00,item_not_as_described,2306.67,True,True,True,True,True,1,False,False,False,33,False,lost
TXN103464,MERCH_DIGITAL_04,2025-03-22T20:00:00+00:00,item_not_as_described,5059.94,True,False,True,True,True,4,False,False,False,100,False,lost
TXN102059,MERCH_RETAIL_01,2025-05-19T06:00:00+00:00,item_not_received,1886.1,False,False,False,True,True,4,True,False,False,42,False,won
TXN100507,MERCH_RETAIL_01,2025-03-31T10:00:00+00:00,unrecognized_transaction,1920.51,True,True,False,False,True,7,True,False,False,91,False,lost
