transaction_id,delivery_confirmed,tracking_matches_address,signed_delivery_proof
TXN100174,True,False,True
TXN100175,True,True,False
TXN100176,True,True,True
TXN100177,False,False,False
TXN100178,False,False,False
TXN100179,True,True,True
TXN100180,True,True,True
TXN100181,True,True,False
TXN100182,False,False,False
TXN100183,True,True,False
TXN100184,True,True,True
TXN100185,True,False,False
TXN100186,True,True,False
TXN100187,False,False,False
TXN100188,False,False,False
TXN100189,True,True,True
TXN100190,True,True,True
TXN100191,True,True,True
TXN100192,False,False,False
TXN100193,False,False,False
TXN100194,False,False,False
TXN100195,False,False,False
TXN100196,False,False,False
TXN100197,True,True,True
TXN100198,True,True,False
TXN100199,True,True,False
TXN100200,False,False,False
TXN100201,True,True,True
TXN100202,True,True,True
TXN100203,False,False,False
TXN100204,False,False,False
TXN100205,True,True,False
TXN100206,True,True,False
TXN100207,False,False,False
TXN100208,True,True,True
TXN100209,False,False,False
TXN100210,False,False,False
TXN100211,True,True,False
TXN100212,False,False,False
TXN100213,True,True,True
TXN100214,True,False,False
TXN100215,True,True,False
TXN100216,False,False,False
TXN100217,False,False,False
TXN100218,False,False,False
TXN100219,True,True,True
TXN100220,True,True,True
TXN100221,True,True,True
TXN100222,True,True,False
TXN100223,True,True,False
TXN100224,False,False,False
TXN100225,True,True,True
TXN100226,False,False,False
TXN100227,True,True,False
TXN100228,True,True,False
TXN100229,True,True,True
TXN100230,False,False,False
TXN100231,True,True,False
TXN100232,True,True,False
TXN100233,True,True,True
TXN100234,True,True,True
TXN100235,True,True,False
TXN100236,True,False,False
TXN100237,False,False,False
TXN100238,True,True,True
TXN100239,False,False,False
TXN100240,False,False,False
TXN100241,True,True,True
TXN100242,True,True,False
TXN100243,True,True,False
TXN100244,False,False,False
TXN100245,True,True,False
TXN100246,False,False,False
TXN100247,True,True,False
TXN100248,False,False,False
TXN100249,True,True,True
TXN100250,True,True,False
TXN100251,False,False,False
TXN100252,True,True,False
TXN100253,True,True,True
TXN100254,False,False,False
TXN100255,False,False,False
TXN100256,False,False,False
TXN100257,False,False,False
TXN100258,True,True,True
TXN100259,True,True,True
TXN100260,False,False,False
TXN100261,True,True,False
TXN100262,False,False,False
TXN100263,True,True,False
TXN100264,False,False,False
TXN100265,True,True,True
TXN100266,True,True,True
TXN100267,True,True,False
TXN100268,False,False,False
TXN100269,False,False,False
TXN100270,True,True,True
TXN100271,False,False,False
TXN100272,True,True,True
TXN100273,True,True,True
TXN100274,True,True,False
TXN100275,True,True,False
TXN100276,True,True,True
TXN100277,True,True,False
TXN100278,False,False,False
TXN100279,True,True,False
TXN100280,True,True,False
TXN100281,True,True,True
TXN100282,False,False,False
TXN100283,True,True,True
TXN100284,False,False,False
TXN100285,True,True,False
TXN100286,True,True,True
TXN100287,False,False,False
TXN100288,False,False,False
TXN100289,False,False,False
TXN100290,True,True,True
TXN100291,False,False,False
TXN100292,True,True,True
TXN100293,False,False,False
TXN100294,False,False,False
TXN100295,False,False,False
TXN100296,True,True,True
TXN100297,False,False,False
TXN100298,False,False,False
TXN100299,False,False,False
TXN100300,True,True,True
TXN100301,True,True,False
TXN100302,True,True,True
TXN100303,True,True,True
TXN100304,False,False,False
TXN100305,True,True,True
TXN100306,False,False,False
TXN100307,True,True,False
TXN100308,True,False,False
TXN100309,True,True,False
TXN100310,True,True,False
TXN100311,False,False,False
TXN100312,True,True,True
TXN100313,False,False,False
TXN100314,False,False,False
TXN100315,True,True,True
TXN100316,True,True,True
TXN100317,False,False,False
TXN100318,True,True,True
TXN100319,False,False,False
TXN100320,False,False,False
TXN100321,True,False,False
TXN100322,False,False,False
TXN100323,True,True,False
TXN100324,True,True,True
TXN100325,False,False,False
TXN100326,False,False,False
TXN100327,True,True,False
TXN100328,False,False,False
TXN100329,True,True,False
TXN100330,True,True,False
TXN100331,False,False,False
TXN100332,True,True,False
TXN100333,False,False,False
TXN100334,False,False,False
TXN100335,False,False,False
TXN100336,True,True,False
TXN100337,False,False,False
TXN100338,True,True,False
TXN100339,False,False,False
TXN100340,True,True,True
TXN100341,False,False,False
TXN100342,True,True,True
TXN100343,False,False,False
TXN100344,False,False,False
TXN100345,False,False,False
TXN100346,True,True,False
TXN100347,True,True,True
TXN100348,True,True,False
TXN100349,True,True,True
TXN100350,True,True,True
TXN100351,True,True,False
TXN100352,False,False,False
TXN100353,False,False,False
TXN100354,False,False,False
TXN100355,True,True,False
TXN100356,True,True,False
TXN100357,True,True,True
TXN100358,True,True,True
TXN100359,False,False,False
TXN100360,False,False,False
TXN100361,True,True,False
TXN100362,True,True,False
TXN100363,True,True,False
TXN100364,True,True,False
TXN100365,False,False,False
TXN100366,True,True,True
TXN100367,True,True,True
TXN100368,False,False,False
TXN100369,True,True,True
TXN100370,True,True,True
TXN100371,False,False,False
TXN100372,True,True,True
TXN100373,False,False,False
TXN100374,True,True,True
TXN100375,True,True,False
TXN100376,False,False,False
TXN100377,True,True,True
TXN100378,True,True,True
TXN100379,True,True,True
TXN100380,True,True,False
TXN100381,True,True,True
TXN100382,True,True,False
TXN100383,False,False,False
TXN100384,False,False,False
TXN100385,True,True,False
TXN100386,False,False,False
TXN100387,False,False,False
TXN100388,True,True,True
TXN100389,True,True,True
TXN100390,True,True,False
TXN100391,False,False,False
TXN100392,False,False,False
TXN100393,False,False,False
TXN100394,True,True,True
TXN100395,True,True,True
TXN100396,False,False,False
TXN100397,False,False,False
TXN100398,True,True,True
TXN100399,True,True,True
TXN100400,True,True,True
TXN100401,True,True,True
TXN100402,False,False,False
TXN100403,True,True,False
TXN100404,True,True,True
TXN100405,True,True,True
TXN100406,False,False,False
TXN100407,True,True,False
TXN100408,True,False,False
TXN100409,False,False,False
TXN100410,False,False,False
TXN100411,True,True,False
TXN100412,True,False,True
TXN100413,True,True,True
TXN100414,True,True,False
TXN100415,False,False,False
TXN100416,True,True,True
TXN100417,False,False,False
TXN100418,True,True,False
TXN100419,True,False,True
TXN100420,True,True,False
TXN100421,True,True,True
TXN100422,True,True,True
TXN100423,True,True,True
TXN100424,True,True,False
TXN100425,False,False,False
TXN100426,False,False,False
TXN100427,True,True,True
TXN100428,True,True,False
TXN100429,True,True,True
TXN100430,False,False,False
TXN100431,True,True,True
TXN100432,True,True,True
TXN100433,False,False,False
TXN100434,True,True,True
TXN100435,True,True,False
TXN100436,True,False,False
TXN100437,True,True,False
TXN100438,True,False,True
TXN100439,True,True,False
TXN100440,True,True,True
TXN100441,True,True,True
TXN100442,True,True,False
TXN100443,True,True,True
TXN100444,False,False,False
TXN100445,True,True,True
TXN100446,True,True,True
TXN100447,True,True,False
TXN100448,True,True,True
TXN100449,False,False,False
TXN100450,True,True,True
TXN100451,True,True,True
TXN100452,True,True,False
TXN100453,True,True,False
TXN100454,False,False,False
TXN100455,True,True,True
TXN100456,True,True,False
TXN100457,True,True,True
TXN100458,True,True,True
TXN100459,True,True,True
TXN100460,True,True,True
TXN100461,False,False,False
TXN100462,True,True,True
TXN100463,False,False,False
TXN100464,False,False,False
TXN100465,False,False,False
TXN100466,True,False,False
TXN100467,False,False,False
TXN100468,False,False,False
TXN100469,True,False,False
TXN100470,False,False,False
TXN100471,True,True,True
TXN100472,False,False,False
TXN100473,True,True,False
TXN100474,True,True,False
TXN100475,True,True,True
TXN100476,True,True,False
TXN100477,True,True,True
TXN100478,False,False,False
TXN100479,False,False,False
TXN100480,True,True,True
TXN100481,True,True,True
TXN100482,False,False,False
TXN100483,False,False,False
TXN100484,False,False,False
TXN100485,True,True,False
TXN100486,False,False,False
TXN100487,True,False,True
TXN100488,False,False,False
TXN100489,False,False,False
TXN100490,True,True,True
TXN100491,True,True,True
TXN100492,True,True,False
TXN100493,False,False,False
TXN100494,True,True,False
TXN100495,False,False,False
TXN100496,True,True,True
TXN100497,True,True,True
TXN100498,True,True,True
TXN100499,False,False,False
TXN100500,True,True,False
TXN100501,False,False,False
TXN100502,True,True,True
TXN100503,True,False,False
TXN100504,False,False,False
TXN100505,False,False,False
TXN100506,True,False,True
TXN100507,False,False,False
TXN100508,False,False,False
TXN100509,False,False,False
TXN100510,False,False,False
TXN100511,False,False,False
TXN100512,True,True,False
TXN100513,True,True,True
TXN100514,True,True,True
TXN100515,False,False,False
TXN100516,False,False,False
TXN100517,False,False,False
TXN100518,True,True,False
TXN100519,False,False,False
TXN100520,False,False,False
TXN100521,True,True,True
TXN100522,False,False,False
TXN100523,False,False,False
TXN100524,True,True,True
TXN100525,True,True,True
TXN100526,False,False,False
TXN100527,True,True,False
TXN100528,False,False,False
TXN100529,False,False,False
TXN100530,True,True,False
TXN100531,False,False,False
TXN100532,True,True,True
TXN100533,True,True,False
TXN100534,False,False,False
TXN100535,True,True,False
TXN100536,True,True,False
TXN100537,False,False,False
TXN100538,True,True,False
TXN100539,True,True,False
TXN100540,True,True,True
TXN100541,True,True,True
TXN100542,True,False,True
TXN100543,False,False,False
TXN100544,False,False,False
TXN100545,False,False,False
TXN100546,False,False,False
TXN100547,False,False,False
TXN100548,False,False,False
TXN100549,False,False,False
TXN100550,True,True,False
TXN100551,False,False,False
TXN100552,True,True,False
TXN100553,True,True,False
TXN100554,True,True,False
TXN100555,True,True,True
TXN100556,False,False,False
TXN100557,False,False,False
TXN100558,True,True,False
TXN100559,False,False,False
TXN100560,True,True,False
TXN100561,True,True,False
TXN100562,True,True,True
TXN100563,True,False,False
TXN100564,True,True,False
TXN100565,True,True,True
TXN100566,False,False,False
TXN100567,True,True,False
TXN100568,True,True,False
TXN100569,False,False,False
TXN100570,False,False,False
TXN100571,False,False,False
TXN100572,True,True,False
TXN100573,True,True,False
TXN100574,True,True,True
TXN100575,True,True,False
TXN100576,True,True,True
TXN100577,False,False,False
TXN100578,True,False,True
TXN100579,True,True,True
TXN100580,True,True,True
TXN100581,False,False,False
TXN100582,True,True,True
TXN100583,False,False,False
TXN100584,False,False,False
TXN100585,True,True,False
TXN100586,False,False,False
TXN100587,False,False,False
TXN100588,False,False,False
TXN100589,True,True,False
TXN100590,False,False,False
TXN100591,True,True,True
TXN100592,True,True,True
TXN100593,True,True,True
TXN100594,True,True,True
TXN100595,False,False,False
TXN100596,False,False,False
TXN100597,False,False,False
TXN100598,True,True,False
TXN100599,True,True,False
TXN100600,False,False,False
TXN100601,False,False,False
TXN100602,True,True,False
TXN100603,True,True,False
TXN100604,False,False,False
TXN100605,False,False,False
TXN100606,True,True,False
TXN100607,False,False,False
TXN100608,True,True,False
TXN100609,True,True,False
TXN100610,True,True,True
TXN100611,True,False,False
TXN100612,False,False,False
TXN100613,True,False,False
TXN100614,False,False,False
TXN100615,True,True,True
TXN100616,True,True,False
TXN100617,True,True,False
TXN100618,True,True,False
TXN100619,True,True,False
TXN100620,True,True,True
TXN100621,True,False,False
TXN100622,True,False,True
TXN100623,True,False,False
TXN100624,False,False,False
TXN100625,True,True,True
TXN100626,False,False,False
TXN100627,False,False,False
TXN100628,True,True,True
TXN100629,True,True,True
TXN100630,False,False,False
TXN100631,True,True,False
TXN100632,False,False,False
TXN100633,False,False,False
TXN100634,True,True,True
TXN100635,True,True,True
TXN100636,True,True,False
TXN100637,False,False,False
TXN100638,True,True,False
TXN100639,True,True,True
TXN100640,False,False,False
TXN100641,True,True,False
TXN100642,True,True,True
TXN100643,True,True,True
TXN100644,True,True,False
TXN100645,True,True,True
TXN100646,False,False,False
TXN100647,True,True,True
TXN100648,False,False,False
TXN100649,True,True,False
TXN100650,True,True,True
TXN100651,True,True,False
TXN100652,True,True,False
TXN100653,True,True,True
TXN100654,False,False,False
TXN100655,True,True,False
TXN100656,True,True,True
TXN100657,True,True,False
TXN100658,False,False,False
TXN100659,True,True,True
TXN100660,False,False,False
TXN100661,True,True,False
TXN100662,True,True,True
TXN100663,True,True,True
TXN100664,False,False,False
TXN100665,True,True,True
TXN100666,False,False,False
TXN100667,True,True,True
TXN100668,True,False,True
TXN100669,True,True,True
TXN100670,True,True,True
TXN100671,True,True,False
TXN100672,True,True,False
TXN100673,False,False,False
TXN100674,False,False,False
TXN100675,False,False,False
TXN100676,True,True,True
TXN100677,True,True,False
TXN100678,True,False,True
TXN100679,False,False,False
TXN100680,False,False,False
TXN100681,True,True,True
TXN100682,True,True,True
TXN100683,False,False,False
TXN100684,True,True,False
TXN100685,False,False,False
TXN100686,True,True,False
TXN100687,False,False,False
TXN100688,True,True,True
TXN100689,False,False,False
TXN100690,False,False,False
TXN100691,True,False,True
TXN100692,False,False,False
TXN100693,True,True,True
TXN100694,True,True,True
TXN100695,False,False,False
TXN100696,False,False,False
TXN100697,False,False,False
TXN100698,True,False,False
TXN100699,False,False,False
TXN100700,True,True,False
TXN100701,True,True,True
TXN100702,False,False,False
TXN100703,True,True,False
TXN100704,True,True,True
TXN100705,True,True,True
TXN100706,False,False,False
TXN100707,False,False,False
TXN100708,True,True,False
TXN100709,True,True,True
TXN100710,True,True,False
TXN100711,True,True,True
TXN100712,True,False,True
TXN100713,True,False,False
TXN100714,True,True,False
TXN100715,True,True,False
TXN100716,True,True,True
TXN100717,True,False,False
TXN100718,True,True,False
TXN100719,True,True,True
TXN100720,False,False,False
TXN100721,True,True,False
TXN100722,True,True,False
TXN100723,False,False,False
TXN100724,False,False,False
TXN100725,True,True,False
TXN100726,False,False,False
TXN100727,False,False,False
TXN100728,True,True,True
TXN100729,False,False,False
TXN100730,False,False,False
TXN100731,False,False,False
TXN100732,True,True,False
TXN100733,True,True,True
TXN100734,True,True,True
TXN100735,True,True,True
TXN100736,False,False,False
TXN100737,True,True,True
TXN100738,True,True,True
TXN100739,False,False,False
TXN100740,False,False,False
TXN100741,False,False,False
TXN100742,True,True,True
TXN100743,True,False,True
TXN100744,False,False,False
TXN100745,True,True,False
TXN100746,False,False,False
TXN100747,True,True,True
TXN100748,False,False,False
TXN100749,True,True,True
TXN100750,False,False,False
TXN100751,False,False,False
TXN100752,False,False,False
TXN100753,False,False,False
TXN100754,True,False,False
TXN100755,True,True,False
TXN100756,False,False,False
TXN100757,True,False,False
TXN100758,False,False,False
TXN100759,True,True,False
TXN100760,True,True,True
TXN100761,False,False,False
TXN100762,False,False,False
TXN100763,False,False,False
TXN100764,True,False,False
TXN100765,True,True,True
TXN100766,True,False,False
TXN100767,False,False,False
TXN100768,False,False,False
TXN100769,True,False,False
TXN100770,True,True,True
TXN100771,True,True,False
TXN100772,True,True,False
TXN100773,True,True,False
TXN100774,False,False,False
TXN100775,True,True,False
TXN100776,False,False,False
TXN100777,True,True,True
TXN100778,True,True,True
TXN100779,True,True,True
TXN100780,True,True,True
TXN100781,False,False,False
TXN100782,False,False,False
TXN100783,False,False,False
TXN100784,True,True,True
TXN100785,True,True,True
TXN100786,True,True,False
TXN100787,False,False,False
TXN100788,True,True,True
TXN100789,False,False,False
TXN100790,True,True,False
TXN100791,True,True,True
TXN100792,True,True,False
TXN100793,False,False,False
TXN100794,True,True,False
TXN100795,False,False,False
TXN100796,False,False,False
TXN100797,True,True,False
TXN100798,True,True,False
TXN100799,False,False,False
TXN100800,False,False,False
TXN100801,True,True,True
TXN100802,True,True,False
TXN100803,True,True,False
TXN100804,True,True,False
TXN100805,True,True,True
TXN100806,True,True,False
TXN100807,False,False,False
TXN100808,True,True,False
TXN100809,True,True,False
TXN100810,True,False,False
TXN100811,False,False,False
TXN100812,True,True,False
TXN100813,False,False,False
TXN100814,True,True,True
TXN100815,False,False,False
TXN100816,True,True,True
TXN100817,True,True,False
TXN100818,True,True,False
TXN100819,True,True,False
TXN100820,False,False,False
TXN100821,True,True,True
TXN100822,True,True,True
TXN100823,False,False,False
TXN100824,True,True,True
TXN100825,True,True,True
TXN100826,True,True,True
TXN100827,True,True,False
TXN100828,True,True,True
TXN100829,True,True,True
TXN100830,True,True,False
TXN100831,False,False,False
TXN100832,True,True,False
TXN100833,False,False,False
TXN100834,False,False,False
TXN100835,False,False,False
TXN100836,True,True,True
TXN100837,False,False,False
TXN100838,True,True,False
TXN100839,True,True,False
TXN100840,True,True,False
TXN100841,True,True,True
TXN100842,True,True,True
TXN100843,True,True,True
TXN100844,False,False,False
TXN100845,True,True,True
TXN100846,True,True,True
TXN100847,False,False,False
TXN100848,True,True,True
TXN100849,True,True,False
TXN100850,True,False,True
TXN100851,True,True,False
TXN100852,True,False,False
TXN100853,False,False,False
TXN100854,False,False,False
TXN100855,True,True,False
TXN100856,True,True,True
TXN100857,True,True,True
TXN100858,True,True,True
TXN100859,True,True,False
TXN100860,False,False,False
TXN100861,True,True,False
TXN100862,True,True,False
TXN100863,True,True,False
TXN100864,False,False,False
TXN100865,True,True,False
TXN100866,True,True,True
TXN100867,True,True,True
TXN100868,True,True,True
TXN100869,False,False,False
TXN100870,True,True,True
TXN100871,True,True,False
TXN100872,True,True,True
TXN100873,True,True,False
TXN100874,True,True,False
TXN100875,False,False,False
TXN100876,True,True,True
TXN100877,True,True,False
TXN100878,True,True,True
TXN100879,True,True,False
TXN100880,False,False,False
TXN100881,False,False,False
TXN100882,False,False,False
TXN100883,False,False,False
TXN100884,False,False,False
TXN100885,True,True,False
TXN100886,True,True,False
TXN100887,True,True,False
TXN100888,False,False,False
TXN100889,True,True,True
TXN100890,True,False,True
TXN100891,True,True,False
TXN100892,True,True,True
TXN100893,True,False,False
TXN100894,False,False,False
TXN100895,True,True,False
TXN100896,True,False,True
TXN100897,False,False,False
TXN100898,False,False,False
TXN100899,False,False,False
TXN100900,False,False,False
TXN100901,False,False,False
TXN100902,True,True,False
TXN100903,True,False,False
TXN100904,True,True,False
TXN100905,False,False,False
TXN100906,True,True,False
TXN100907,False,False,False
TXN100908,True,True,True
TXN100909,False,False,False
TXN100910,False,False,False
TXN100911,True,True,True
TXN100912,True,True,False
TXN100913,False,False,False
TXN100914,False,False,False
TXN100915,True,True,True
TXN100916,False,False,False
TXN100917,False,False,False
TXN100918,False,False,False
TXN100919,False,False,False
TXN100920,True,True,True
TXN100921,False,False,False
TXN100922,True,True,True
TXN100923,True,True,False
TXN100924,True,True,True
TXN100925,False,False,False
TXN100926,True,True,False
TXN100927,True,True,False
TXN100928,True,True,False
TXN100929,True,True,True
TXN100930,True,True,True
TXN100931,False,False,False
TXN100932,True,True,True
TXN100933,True,True,True
TXN100934,True,True,False
TXN100935,True,True,True
TXN100936,False,False,False
TXN100937,True,True,True
TXN100938,False,False,False
TXN100939,False,False,False
TXN100940,False,False,False
TXN100941,True,True,True
TXN100942,False,False,False
TXN100943,True,True,False
TXN100944,True,True,True
TXN100945,True,True,True
TXN100946,True,True,True
TXN100947,True,True,False
TXN100948,True,True,True
TXN100949,True,True,True
TXN100950,True,False,False
TXN100951,True,True,False
TXN100952,False,False,False
TXN100953,True,False,True
TXN100954,False,False,False
TXN100955,True,True,True
TXN100956,True,True,False
TXN100957,True,True,False
TXN100958,False,False,False
TXN100959,True,True,True
TXN100960,True,True,True
TXN100961,False,False,False
TXN100962,True,True,True
TXN100963,True,True,False
TXN100964,True,False,True
TXN100965,True,True,True
TXN100966,True,True,True
TXN100967,False,False,False
TXN100968,True,True,False
TXN100969,False,False,False
TXN100970,True,True,True
TXN100971,True,True,True
TXN100972,False,False,False
TXN100973,False,False,False
TXN100974,False,False,False
TXN100975,False,False,False
TXN100976,True,True,True
TXN100977,False,False,False
TXN100978,True,True,False
TXN100979,False,False,False
TXN100980,False,False,False
TXN100981,True,True,True
TXN100982,True,True,True
TXN100983,True,True,True
TXN100984,True,True,True
TXN100985,False,False,False
TXN100986,True,True,False
TXN100987,True,True,True
TXN100988,True,True,True
TXN100989,True,True,True
TXN100990,True,True,False
TXN100991,False,False,False
TXN100992,False,False,False
TXN100993,True,True,True
TXN100994,True,True,True
TXN100995,True,False,False
TXN100996,False,False,False
TXN100997,False,False,False
TXN100998,True,True,True
TXN100999,True,True,False
TXN101000,False,False,False
TXN101001,False,False,False
TXN101002,True,True,False
TXN101003,False,False,False
TXN101004,True,True,False
TXN101005,True,True,False
TXN101006,False,False,False
TXN101007,False,False,False
TXN101008,True,True,False
TXN101009,True,True,False
TXN101010,True,True,True
TXN101011,True,True,True
TXN101012,False,False,False
TXN101013,True,True,False
TXN101014,True,True,False
TXN101015,True,True,False
TXN101016,True,True,False
TXN101017,False,False,False
TXN101018,False,False,False
TXN101019,True,True,True
TXN101020,True,True,False
TXN101021,False,False,False
TXN101022,True,True,True
TXN101023,False,False,False
TXN101024,False,False,False
TXN101025,True,True,False
TXN101026,True,True,True
TXN101027,False,False,False
TXN101028,True,True,True
TXN101029,True,True,False
TXN101030,False,False,False
TXN101031,True,True,True
TXN101032,True,True,False
TXN101033,True,True,False
TXN101034,True,True,False
TXN101035,True,True,False
TXN101036,False,False,False
TXN101037,False,False,False
TXN101038,False,False,False
TXN101039,True,False,False
TXN101040,True,False,False
TXN101041,False,False,False
TXN101042,True,True,False
TXN101043,True,True,True
TXN101044,False,False,False
TXN101045,False,False,False
TXN101046,False,False,False
TXN101047,True,True,True
TXN101048,False,False,False
TXN101049,True,True,True
TXN101050,True,True,True
TXN101051,False,False,False
TXN101052,False,False,False
TXN101053,False,False,False
TXN101054,True,True,True
TXN101055,True,True,True
TXN101056,False,False,False
TXN101057,False,False,False
TXN101058,False,False,False
TXN101059,True,True,False
TXN101060,True,False,False
TXN101061,False,False,False
TXN101062,True,True,True
TXN101063,True,True,True
TXN101064,True,True,False
TXN101065,True,True,False
TXN101066,True,True,True
TXN101067,False,False,False
TXN101068,True,True,True
TXN101069,True,True,True
TXN101070,True,True,True
TXN101071,True,True,True
TXN101072,False,False,False
TXN101073,False,False,False
TXN101074,True,True,True
TXN101075,True,True,True
TXN101076,True,False,True
TXN101077,True,True,True
TXN101078,True,True,True
TXN101079,False,False,False
TXN101080,False,False,False
TXN101081,True,True,True
TXN101082,True,True,False
TXN101083,True,True,True
TXN101084,False,False,False
TXN101085,False,False,False
TXN101086,True,True,True
TXN101087,True,True,False
TXN101088,True,True,False
TXN101089,True,True,True
TXN101090,False,False,False
TXN101091,False,False,False
TXN101092,False,False,False
TXN101093,True,True,False
TXN101094,True,True,True
TXN101095,True,True,True
TXN101096,True,True,True
TXN101097,True,True,False
TXN101098,True,True,False
TXN101099,False,False,False
TXN101100,False,False,False
TXN101101,False,False,False
TXN101102,False,False,False
TXN101103,True,True,True
TXN101104,False,False,False
TXN101105,True,True,False
TXN101106,True,True,True
TXN101107,True,True,True
TXN101108,True,True,True
TXN101109,True,True,False
TXN101110,False,False,False
TXN101111,True,True,True
TXN101112,True,True,False
TXN101113,True,True,True
TXN101114,False,False,False
TXN101115,True,False,False
TXN101116,False,False,False
TXN101117,False,False,False
TXN101118,False,False,False
TXN101119,True,True,False
TXN101120,False,False,False
TXN101121,False,False,False
TXN101122,False,False,False
TXN101123,True,True,True
TXN101124,True,True,True
TXN101125,True,True,True
TXN101126,True,True,False
TXN101127,False,False,False
TXN101128,False,False,False
TXN101129,True,False,True
TXN101130,True,False,True
TXN101131,True,True,False
TXN101132,False,False,False
TXN101133,False,False,False
TXN101134,True,True,True
TXN101135,False,False,False
TXN101136,True,True,True
TXN101137,False,False,False
TXN101138,False,False,False
TXN101139,False,False,False
TXN101140,True,True,False
TXN101141,False,False,False
TXN101142,True,True,False
TXN101143,True,True,True
TXN101144,False,False,False
TXN101145,True,True,False
TXN101146,False,False,False
TXN101147,True,True,True
TXN101148,False,False,False
TXN101149,True,True,False
TXN101150,True,True,True
TXN101151,False,False,False
TXN101152,False,False,False
TXN101153,True,True,False
TXN101154,True,True,True
TXN101155,False,False,False
TXN101156,True,True,True
TXN101157,True,True,False
TXN101158,True,True,True
TXN101159,True,True,True
TXN101160,True,True,True
