transaction_id,support_ticket_exists,resolution
TXN100223,True,customer_contacted_resolved
TXN100224,False,no_ticket_filed
TXN100225,False,no_ticket_filed
TXN100226,True,customer_contacted_resolved
TXN100227,True,customer_contacted_resolved
TXN100228,True,customer_contacted_resolved
TXN100229,True,customer_contacted_resolved
TXN100230,True,customer_contacted_resolved
TXN100231,False,no_ticket_filed
TXN100232,True,customer_contacted_resolved
TXN100233,False,no_ticket_filed
TXN100234,False,no_ticket_filed
TXN100235,True,customer_contacted_resolved
TXN100236,True,customer_contacted_resolved
TXN100237,False,no_ticket_filed
TXN100238,True,customer_contacted_resolved
TXN100239,True,customer_contacted_resolved
TXN100240,True,customer_contacted_resolved
TXN100241,False,no_ticket_filed
TXN100242,True,customer_contacted_resolved
TXN100243,False,no_ticket_filed
TXN100244,True,customer_contacted_resolved
TXN100245,True,customer_contacted_resolved
TXN100246,True,customer_contacted_resolved
TXN100247,True,customer_contacted_resolved
TXN100248,False,no_ticket_filed
TXN100249,False,no_ticket_filed
TXN100250,False,no_ticket_filed
TXN100251,True,customer_contacted_resolved
TXN100252,True,customer_contacted_resolved
TXN100253,True,customer_contacted_resolved
TXN100254,False,no_ticket_filed
TXN100255,True,customer_contacted_resolved
TXN100256,False,no_ticket_filed
TXN100257,False,no_ticket_filed
TXN100258,False,no_ticket_filed
TXN100259,False,no_ticket_filed
TXN100260,True,customer_contacted_resolved
TXN100261,False,no_ticket_filed
TXN100262,False,no_ticket_filed
TXN100263,True,customer_contacted_resolved
TXN100264,True,customer_contacted_resolved
TXN100265,True,customer_contacted_resolved
TXN100266,True,customer_contacted_resolved
TXN100267,True,customer_contacted_resolved
TXN100268,False,no_ticket_filed
TXN100269,False,no_ticket_filed
TXN100270,True,customer_contacted_resolved
TXN100271,False,no_ticket_filed
TXN100272,True,customer_contacted_resolved
TXN100273,False,no_ticket_filed
TXN100274,False,no_ticket_filed
TXN100275,False,no_ticket_filed
TXN100276,False,no_ticket_filed
TXN100277,False,no_ticket_filed
TXN100278,False,no_ticket_filed
TXN100279,False,no_ticket_filed
TXN100280,False,no_ticket_filed
TXN100281,False,no_ticket_filed
TXN100282,False,no_ticket_filed
TXN100283,True,customer_contacted_resolved
TXN100284,False,no_ticket_filed
TXN100285,False,no_ticket_filed
TXN100286,True,customer_contacted_resolved
TXN100287,False,no_ticket_filed
TXN100288,True,customer_contacted_resolved
TXN100289,True,customer_contacted_resolved
TXN100290,True,customer_contacted_resolved
TXN100291,False,no_ticket_filed
TXN100292,False,no_ticket_filed
TXN100293,True,customer_contacted_resolved
TXN100294,False,no_ticket_filed
TXN100295,False,no_ticket_filed
TXN100296,True,customer_contacted_resolved
TXN100297,True,customer_contacted_resolved
TXN100298,False,no_ticket_filed
TXN100299,False,no_ticket_filed
TXN100300,False,no_ticket_filed
TXN100301,False,no_ticket_filed
TXN100302,False,no_ticket_filed
TXN100303,False,no_ticket_filed
TXN100304,True,customer_contacted_resolved
TXN100305,False,no_ticket_filed
TXN100306,False,no_ticket_filed
TXN100307,False,no_ticket_filed
TXN100308,False,no_ticket_filed
TXN100309,False,no_ticket_filed
TXN100310,False,no_ticket_filed
TXN100311,False,no_ticket_filed
TXN100312,True,customer_contacted_resolved
TXN100313,True,customer_contacted_resolved
TXN100314,False,no_ticket_filed
TXN100315,True,customer_contacted_resolved
TXN100316,False,no_ticket_filed
TXN100317,False,no_ticket_filed
TXN100318,True,customer_contacted_resolved
TXN100319,True,customer_contacted_resolved
TXN100320,False,no_ticket_filed
TXN100321,False,no_ticket_filed
TXN100322,False,no_ticket_filed
TXN100323,True,customer_contacted_resolved
TXN100324,True,customer_contacted_resolved
TXN100325,False,no_ticket_filed
TXN100326,True,customer_contacted_resolved
TXN100327,False,no_ticket_filed
TXN100328,False,no_ticket_filed
TXN100329,True,customer_contacted_resolved
TXN100330,False,no_ticket_filed
TXN100331,True,customer_contacted_resolved
TXN100332,False,no_ticket_filed
TXN100333,True,customer_contacted_resolved
TXN100334,True,customer_contacted_resolved
TXN100335,False,no_ticket_filed
TXN100336,True,customer_contacted_resolved
TXN100337,False,no_ticket_filed
TXN100338,True,customer_contacted_resolved
TXN100339,True,customer_contacted_resolved
TXN100340,True,customer_contacted_resolved
TXN100341,False,no_ticket_filed
TXN100342,True,customer_contacted_resolved
TXN100343,False,no_ticket_filed
TXN100344,False,no_ticket_filed
TXN100345,True,customer_contacted_resolved
TXN100346,True,customer_contacted_resolved
TXN100347,True,customer_contacted_resolved
TXN100348,True,customer_contacted_resolved
TXN100349,False,no_ticket_filed
TXN100350,True,customer_contacted_resolved
TXN100351,False,no_ticket_filed
TXN100352,False,no_ticket_filed
TXN100353,False,no_ticket_filed
TXN100354,False,no_ticket_filed
TXN100355,True,customer_contacted_resolved
TXN100356,False,no_ticket_filed
TXN100357,True,customer_contacted_resolved
TXN100358,False,no_ticket_filed
TXN100359,True,customer_contacted_resolved
TXN100360,True,customer_contacted_resolved
TXN100361,True,customer_contacted_resolved
TXN100362,False,no_ticket_filed
TXN100363,False,no_ticket_filed
TXN100364,False,no_ticket_filed
TXN100365,False,no_ticket_filed
TXN100366,False,no_ticket_filed
TXN100367,False,no_ticket_filed
TXN100368,True,customer_contacted_resolved
TXN100369,True,customer_contacted_resolved
TXN100370,True,customer_contacted_resolved
TXN100371,False,no_ticket_filed
TXN100372,False,no_ticket_filed
TXN100373,True,customer_contacted_resolved
TXN100374,True,customer_contacted_resolved
TXN100375,False,no_ticket_filed
TXN100376,True,customer_contacted_resolved
TXN100377,True,customer_contacted_resolved
TXN100378,False,no_ticket_filed
TXN100379,False,no_ticket_filed
TXN100380,True,customer_contacted_resolved
TXN100381,False,no_ticket_filed
TXN100382,True,customer_contacted_resolved
TXN100383,True,customer_contacted_resolved
TXN100384,True,customer_contacted_resolved
TXN100385,False,no_ticket_filed
TXN100386,True,customer_contacted_resolved
TXN100387,False,no_ticket_filed
TXN100388,False,no_ticket_filed
TXN100389,False,no_ticket_filed
TXN100390,False,no_ticket_filed
TXN100391,False,no_ticket_filed
TXN100392,False,no_ticket_filed
TXN100393,True,customer_contacted_resolved
TXN100394,False,no_ticket_filed
TXN100395,False,no_ticket_filed
TXN100396,False,no_ticket_filed
TXN100397,True,customer_contacted_resolved
TXN100398,False,no_ticket_filed
TXN100399,True,customer_contacted_resolved
TXN100400,True,customer_contacted_resolved
TXN100401,True,customer_contacted_resolved
TXN100402,False,no_ticket_filed
TXN100403,False,no_ticket_filed
TXN100404,False,no_ticket_filed
TXN100405,False,no_ticket_filed
TXN100406,True,customer_contacted_resolved
TXN100407,False,no_ticket_filed
TXN100408,False,no_ticket_filed
TXN100409,False,no_ticket_filed
TXN100410,True,customer_contacted_resolved
TXN100411,False,no_ticket_filed
TXN100412,True,customer_contacted_resolved
TXN100413,True,customer_contacted_resolved
TXN100414,True,customer_contacted_resolved
TXN100415,True,customer_contacted_resolved
TXN100416,True,customer_contacted_resolved
TXN100417,True,customer_contacted_resolved
TXN100418,False,no_ticket_filed
TXN100419,True,customer_contacted_resolved
TXN100420,False,no_ticket_filed
TXN100421,False,no_ticket_filed
TXN100422,False,no_ticket_filed
TXN100423,True,customer_contacted_resolved
TXN100424,False,no_ticket_filed
TXN100425,True,customer_contacted_resolved
TXN100426,False,no_ticket_filed
TXN100427,True,customer_contacted_resolved
TXN100428,True,customer_contacted_resolved
TXN100429,True,customer_contacted_resolved
TXN100430,False,no_ticket_filed
TXN100431,True,customer_contacted_resolved
TXN100432,False,no_ticket_filed
TXN100433,False,no_ticket_filed
TXN100434,True,customer_contacted_resolved
TXN100435,True,customer_contacted_resolved
TXN100436,False,no_ticket_filed
TXN100437,False,no_ticket_filed
TXN100438,True,customer_contacted_resolved
TXN100439,False,no_ticket_filed
TXN100440,False,no_ticket_filed
TXN100441,False,no_ticket_filed
TXN100442,True,customer_contacted_resolved
TXN100443,False,no_ticket_filed
TXN100444,False,no_ticket_filed
TXN100445,False,no_ticket_filed
TXN100446,True,customer_contacted_resolved
TXN100447,False,no_ticket_filed
TXN100448,True,customer_contacted_resolved
TXN100449,False,no_ticket_filed
TXN100450,False,no_ticket_filed
TXN100451,False,no_ticket_filed
TXN100452,False,no_ticket_filed
TXN100453,False,no_ticket_filed
TXN100454,False,no_ticket_filed
TXN100455,True,customer_contacted_resolved
TXN100456,False,no_ticket_filed
TXN100457,False,no_ticket_filed
TXN100458,True,customer_contacted_resolved
TXN100459,True,customer_contacted_resolved
TXN100460,False,no_ticket_filed
TXN100461,True,customer_contacted_resolved
TXN100462,True,customer_contacted_resolved
TXN100463,False,no_ticket_filed
TXN100464,True,customer_contacted_resolved
TXN100465,False,no_ticket_filed
TXN100466,True,customer_contacted_resolved
TXN100467,True,customer_contacted_resolved
TXN100468,False,no_ticket_filed
TXN100469,False,no_ticket_filed
TXN100470,True,customer_contacted_resolved
TXN100471,False,no_ticket_filed
TXN100472,True,customer_contacted_resolved
TXN100473,False,no_ticket_filed
TXN100474,True,customer_contacted_resolved
TXN100475,False,no_ticket_filed
TXN100476,False,no_ticket_filed
TXN100477,False,no_ticket_filed
TXN100478,False,no_ticket_filed
TXN100479,False,no_ticket_filed
TXN100480,True,customer_contacted_resolved
TXN100481,True,customer_contacted_resolved
TXN100482,False,no_ticket_filed
TXN100483,True,customer_contacted_resolved
TXN100484,True,customer_contacted_resolved
TXN100485,True,customer_contacted_resolved
TXN100486,True,customer_contacted_resolved
TXN100487,True,customer_contacted_resolved
TXN100488,False,no_ticket_filed
TXN100489,False,no_ticket_filed
TXN100490,True,customer_contacted_resolved
TXN100491,False,no_ticket_filed
TXN100492,True,customer_contacted_resolved
TXN100493,False,no_ticket_filed
TXN100494,True,customer_contacted_resolved
TXN100495,False,no_ticket_filed
TXN100496,True,customer_contacted_resolved
TXN100497,False,no_ticket_filed
TXN100498,True,customer_contacted_resolved
TXN100499,True,customer_contacted_resolved
TXN100500,False,no_ticket_filed
TXN100501,False,no_ticket_filed
TXN100502,False,no_ticket_filed
TXN100503,True,customer_contacted_resolved
TXN100504,True,customer_contacted_resolved
TXN100505,False,no_ticket_filed
TXN100506,True,customer_contacted_resolved
TXN100507,True,customer_contacted_resolved
TXN100508,True,customer_contacted_resolved
TXN100509,True,customer_contacted_resolved
TXN100510,False,no_ticket_filed
TXN100511,True,customer_contacted_resolved
TXN100512,False,no_ticket_filed
TXN100513,True,customer_contacted_resolved
TXN100514,False,no_ticket_filed
TXN100515,False,no_ticket_filed
TXN100516,True,customer_contacted_resolved
TXN100517,False,no_ticket_filed
TXN100518,True,customer_contacted_resolved
TXN100519,False,no_ticket_filed
TXN100520,True,customer_contacted_resolved
TXN100521,False,no_ticket_filed
TXN100522,False,no_ticket_filed
TXN100523,True,customer_contacted_resolved
TXN100524,False,no_ticket_filed
TXN100525,True,customer_contacted_resolved
TXN100526,True,customer_contacted_resolved
TXN100527,False,no_ticket_filed
TXN100528,True,customer_contacted_resolved
TXN100529,True,customer_contacted_resolved
TXN100530,False,no_ticket_filed
TXN100531,False,no_ticket_filed
TXN100532,False,no_ticket_filed
TXN100533,True,customer_contacted_resolved
TXN100534,False,no_ticket_filed
TXN100535,True,customer_contacted_resolved
TXN100536,False,no_ticket_filed
TXN100537,False,no_ticket_filed
TXN100538,True,customer_contacted_resolved
TXN100539,False,no_ticket_filed
TXN100540,True,customer_contacted_resolved
TXN100541,False,no_ticket_filed
TXN100542,False,no_ticket_filed
TXN100543,True,customer_contacted_resolved
TXN100544,True,customer_contacted_resolved
TXN100545,False,no_ticket_filed
TXN100546,False,no_ticket_filed
TXN100547,False,no_ticket_filed
TXN100548,True,customer_contacted_resolved
TXN100549,False,no_ticket_filed
TXN100550,True,customer_contacted_resolved
TXN100551,False,no_ticket_filed
TXN100552,False,no_ticket_filed
TXN100553,True,customer_contacted_resolved
TXN100554,False,no_ticket_filed
TXN100555,False,no_ticket_filed
TXN100556,False,no_ticket_filed
TXN100557,False,no_ticket_filed
TXN100558,False,no_ticket_filed
TXN100559,False,no_ticket_filed
TXN100560,False,no_ticket_filed
TXN100561,True,customer_contacted_resolved
TXN100562,True,customer_contacted_resolved
TXN100563,False,no_ticket_filed
TXN100564,False,no_ticket_filed
TXN100565,False,no_ticket_filed
TXN100566,False,no_ticket_filed
TXN100567,False,no_ticket_filed
TXN100568,False,no_ticket_filed
TXN100569,False,no_ticket_filed
TXN100570,False,no_ticket_filed
TXN100571,True,customer_contacted_resolved
TXN100572,False,no_ticket_filed
TXN100573,False,no_ticket_filed
TXN100574,False,no_ticket_filed
TXN100575,True,customer_contacted_resolved
TXN100576,False,no_ticket_filed
TXN100577,True,customer_contacted_resolved
TXN100578,True,customer_contacted_resolved
TXN100579,True,customer_contacted_resolved
TXN100580,False,no_ticket_filed
TXN100581,True,customer_contacted_resolved
TXN100582,False,no_ticket_filed
TXN100583,False,no_ticket_filed
TXN100584,False,no_ticket_filed
TXN100585,False,no_ticket_filed
TXN100586,True,customer_contacted_resolved
TXN100587,True,customer_contacted_resolved
TXN100588,False,no_ticket_filed
TXN100589,False,no_ticket_filed
TXN100590,False,no_ticket_filed
TXN100591,False,no_ticket_filed
TXN100592,True,customer_contacted_resolved
TXN100593,False,no_ticket_filed
TXN100594,True,customer_contacted_resolved
TXN100595,True,customer_contacted_resolved
TXN100596,False,no_ticket_filed
TXN100597,False,no_ticket_filed
TXN100598,False,no_ticket_filed
TXN100599,True,customer_contacted_resolved
TXN100600,False,no_ticket_filed
TXN100601,False,no_ticket_filed
TXN100602,False,no_ticket_filed
TXN100603,True,customer_contacted_resolved
TXN100604,True,customer_contacted_resolved
TXN100605,False,no_ticket_filed
TXN100606,False,no_ticket_filed
TXN100607,True,customer_contacted_resolved
TXN100608,False,no_ticket_filed
TXN100609,False,no_ticket_filed
TXN100610,False,no_ticket_filed
TXN100611,False,no_ticket_filed
TXN100612,False,no_ticket_filed
TXN100613,True,customer_contacted_resolved
TXN100614,True,customer_contacted_resolved
TXN100615,True,customer_contacted_resolved
TXN100616,True,customer_contacted_resolved
TXN100617,True,customer_contacted_resolved
TXN100618,False,no_ticket_filed
TXN100619,False,no_ticket_filed
TXN100620,False,no_ticket_filed
TXN100621,True,customer_contacted_resolved
TXN100622,False,no_ticket_filed
TXN100623,True,customer_contacted_resolved
TXN100624,False,no_ticket_filed
TXN100625,False,no_ticket_filed
TXN100626,False,no_ticket_filed
TXN100627,False,no_ticket_filed
TXN100628,False,no_ticket_filed
TXN100629,False,no_ticket_filed
TXN100630,False,no_ticket_filed
TXN100631,True,customer_contacted_resolved
TXN100632,False,no_ticket_filed
TXN100633,True,customer_contacted_resolved
TXN100634,False,no_ticket_filed
TXN100635,False,no_ticket_filed
TXN100636,False,no_ticket_filed
TXN100637,False,no_ticket_filed
TXN100638,False,no_ticket_filed
TXN100639,False,no_ticket_filed
TXN100640,False,no_ticket_filed
TXN100641,False,no_ticket_filed
TXN100642,False,no_ticket_filed
TXN100643,True,customer_contacted_resolved
TXN100644,False,no_ticket_filed
TXN100645,True,customer_contacted_resolved
TXN100646,False,no_ticket_filed
TXN100647,True,customer_contacted_resolved
TXN100648,False,no_ticket_filed
TXN100649,True,customer_contacted_resolved
TXN100650,False,no_ticket_filed
TXN100651,False,no_ticket_filed
TXN100652,False,no_ticket_filed
TXN100653,True,customer_contacted_resolved
TXN100654,False,no_ticket_filed
TXN100655,True,customer_contacted_resolved
TXN100656,False,no_ticket_filed
TXN100657,False,no_ticket_filed
TXN100658,False,no_ticket_filed
TXN100659,False,no_ticket_filed
TXN100660,False,no_ticket_filed
TXN100661,False,no_ticket_filed
TXN100662,False,no_ticket_filed
TXN100663,False,no_ticket_filed
TXN100664,True,customer_contacted_resolved
TXN100665,False,no_ticket_filed
TXN100666,False,no_ticket_filed
TXN100667,True,customer_contacted_resolved
TXN100668,True,customer_contacted_resolved
TXN100669,True,customer_contacted_resolved
TXN100670,False,no_ticket_filed
TXN100671,True,customer_contacted_resolved
TXN100672,True,customer_contacted_resolved
TXN100673,True,customer_contacted_resolved
TXN100674,True,customer_contacted_resolved
TXN100675,True,customer_contacted_resolved
TXN100676,False,no_ticket_filed
TXN100677,False,no_ticket_filed
TXN100678,False,no_ticket_filed
TXN100679,True,customer_contacted_resolved
TXN100680,False,no_ticket_filed
TXN100681,True,customer_contacted_resolved
TXN100682,True,customer_contacted_resolved
TXN100683,False,no_ticket_filed
TXN100684,False,no_ticket_filed
TXN100685,True,customer_contacted_resolved
TXN100686,False,no_ticket_filed
TXN100687,True,customer_contacted_resolved
TXN100688,False,no_ticket_filed
TXN100689,True,customer_contacted_resolved
TXN100690,False,no_ticket_filed
TXN100691,True,customer_contacted_resolved
TXN100692,False,no_ticket_filed
TXN100693,False,no_ticket_filed
TXN100694,False,no_ticket_filed
TXN100695,False,no_ticket_filed
TXN100696,False,no_ticket_filed
TXN100697,False,no_ticket_filed
TXN100698,False,no_ticket_filed
TXN100699,False,no_ticket_filed
TXN100700,False,no_ticket_filed
TXN100701,False,no_ticket_filed
TXN100702,True,customer_contacted_resolved
TXN100703,False,no_ticket_filed
TXN100704,False,no_ticket_filed
TXN100705,True,customer_contacted_resolved
TXN100706,False,no_ticket_filed
TXN100707,False,no_ticket_filed
TXN100708,False,no_ticket_filed
TXN100709,True,customer_contacted_resolved
TXN100710,False,no_ticket_filed
TXN100711,False,no_ticket_filed
TXN100712,True,customer_contacted_resolved
TXN100713,False,no_ticket_filed
TXN100714,False,no_ticket_filed
TXN100715,False,no_ticket_filed
TXN100716,True,customer_contacted_resolved
TXN100717,True,customer_contacted_resolved
TXN100718,False,no_ticket_filed
TXN100719,False,no_ticket_filed
TXN100720,False,no_ticket_filed
TXN100721,False,no_ticket_filed
TXN100722,False,no_ticket_filed
TXN100723,False,no_ticket_filed
TXN100724,False,no_ticket_filed
TXN100725,True,customer_contacted_resolved
TXN100726,False,no_ticket_filed
TXN100727,True,customer_contacted_resolved
TXN100728,True,customer_contacted_resolved
TXN100729,True,customer_contacted_resolved
TXN100730,False,no_ticket_filed
TXN100731,True,customer_contacted_resolved
TXN100732,False,no_ticket_filed
TXN100733,True,customer_contacted_resolved
TXN100734,False,no_ticket_filed
TXN100735,True,customer_contacted_resolved
TXN100736,False,no_ticket_filed
TXN100737,True,customer_contacted_resolved
TXN100738,True,customer_contacted_resolved
TXN100739,False,no_ticket_filed
TXN100740,True,customer_contacted_resolved
TXN100741,True,customer_contacted_resolved
TXN100742,False,no_ticket_filed
TXN100743,True,customer_contacted_resolved
TXN100744,False,no_ticket_filed
TXN100745,False,no_ticket_filed
TXN100746,False,no_ticket_filed
TXN100747,False,no_ticket_filed
TXN100748,True,customer_contacted_resolved
TXN100749,True,customer_contacted_resolved
TXN100750,False,no_ticket_filed
TXN100751,False,no_ticket_filed
TXN100752,True,customer_contacted_resolved
TXN100753,False,no_ticket_filed
TXN100754,True,customer_contacted_resolved
TXN100755,False,no_ticket_filed
TXN100756,True,customer_contacted_resolved
TXN100757,False,no_ticket_filed
TXN100758,True,customer_contacted_resolved
TXN100759,False,no_ticket_filed
TXN100760,True,customer_contacted_resolved
TXN100761,False,no_ticket_filed
TXN100762,False,no_ticket_filed
TXN100763,False,no_ticket_filed
TXN100764,True,customer_contacted_resolved
TXN100765,False,no_ticket_filed
TXN100766,True,customer_contacted_resolved
TXN100767,True,customer_contacted_resolved
TXN100768,False,no_ticket_filed
TXN100769,False,no_ticket_filed
TXN100770,True,customer_contacted_resolved
TXN100771,True,customer_contacted_resolved
TXN100772,False,no_ticket_filed
TXN100773,True,customer_contacted_resolved
TXN100774,False,no_ticket_filed
TXN100775,False,no_ticket_filed
TXN100776,True,customer_contacted_resolved
TXN100777,False,no_ticket_filed
TXN100778,True,customer_contacted_resolved
TXN100779,True,customer_contacted_resolved
